scheme_code,nav_date,nav_value
119418,2022-06-27,24.0138
148540,2022-06-27,17.5542
135773,2022-06-27,35.6969
142517,2022-06-27,590.1419
118834,2022-06-27,53.8588
122639,2022-06-27,58.2403
133322,2022-06-27,21.0094
147839,2022-06-27,35.6471
151234,2022-06-27,62.5042
128472,2022-06-27,30.6268
138291,2022-06-27,18.7054
145672,2022-06-27,26.2316
116543,2022-06-27,38.8755
139847,2022-06-27,64.4766
120987,2022-06-27,48.8346
143256,2022-06-27,9.6354
137654,2022-06-27,51.887
149012,2022-06-27,682.5808
124567,2022-06-27,57.7691
132198,2022-06-27,92.7345
146783,2022-06-27,32.7828
141234,2022-06-27,37.4922
115678,2022-06-27,67.4984
150345,2022-06-27,57.5881
127890,2022-06-27,29.6435
134567,2022-06-27,23.5629
121098,2022-06-27,12.5528
144321,2022-06-27,50.3549
136789,2022-06-27,22.8739
152167,2022-06-27,12.0805
118765,2022-06-27,72.8224
140987,2022-06-27,1394.1595
123456,2022-06-27,55.8533
147210,2022-06-27,26.2804
129876,2022-06-27,47.8084
153456,2022-06-27,61.9266
131234,2022-06-27,10.2549
154321,2022-06-27,23.8734
125497,2022-06-28,70.6787
119418,2022-06-28,23.4682
148540,2022-06-28,17.9256
135773,2022-06-28,36.178
142517,2022-06-28,590.5445
118834,2022-06-28,54.0969
122639,2022-06-28,58.524
133322,2022-06-28,20.9688
147839,2022-06-28,36.612
151234,2022-06-28,63.1266
128472,2022-06-28,30.5609
138291,2022-06-28,18.8374
145672,2022-06-28,26.1202
116543,2022-06-28,39.6682
139847,2022-06-28,65.163
120987,2022-06-28,49.738
143256,2022-06-28,9.9566
137654,2022-06-28,52.1876
149012,2022-06-28,683.765
124567,2022-06-28,57.888
132198,2022-06-28,92.7553
146783,2022-06-28,33.0518
141234,2022-06-28,37.0817
115678,2022-06-28,68.4803
150345,2022-06-28,58.7311
127890,2022-06-28,29.9497
134567,2022-06-28,23.4233
121098,2022-06-28,12.6666
144321,2022-06-28,49.6097
136789,2022-06-28,22.3106
152167,2022-06-28,12.1484
118765,2022-06-28,71.9788
140987,2022-06-28,1390.7451
123456,2022-06-28,55.9859
138543,2022-06-28,84.4772
129876,2022-06-28,47.03
153456,2022-06-28,61.1806
131234,2022-06-28,9.9917
154321,2022-06-28,23.8593
125497,2022-06-29,70.8272
119418,2022-06-29,23.4024
148540,2022-06-29,18.1011
135773,2022-06-29,36.2005
142517,2022-06-29,590.7737
118834,2022-06-29,54.3713
122639,2022-06-29,58.2162
133322,2022-06-29,21.147
147839,2022-06-29,37.105
151234,2022-06-29,63.4138
128472,2022-06-29,30.4426
138291,2022-06-29,19.5263
145672,2022-06-29,26.1676
116543,2022-06-29,40.3652
139847,2022-06-29,65.1977
120987,2022-06-29,49.3837
143256,2022-06-29,10.1172
137654,2022-06-29,51.7508
149012,2022-06-29,684.7572
124567,2022-06-29,57.7389
132198,2022-06-29,92.3721
146783,2022-06-29,33.2777
141234,2022-06-29,36.3551
115678,2022-06-29,68.2161
150345,2022-06-29,59.3617
127890,2022-06-29,30.3078
134567,2022-06-29,23.7599
121098,2022-06-29,12.7378
144321,2022-06-29,48.9505
136789,2022-06-29,21.8737
152167,2022-06-29,12.2943
118765,2022-06-29,72.079
140987,2022-06-29,1393.0979
123456,2022-06-29,55.8514
138543,2022-06-29,84.0411
147210,2022-06-29,26.6437
129876,2022-06-29,47.9053
153456,2022-06-29,60.0984
131234,2022-06-29,9.7903
154321,2022-06-29,24.2092
125497,2022-06-30,72.3226
119418,2022-06-30,22.9401
148540,2022-06-30,18.2385
135773,2022-06-30,36.2202
142517,2022-06-30,590.3171
118834,2022-06-30,54.4634
122639,2022-06-30,58.1747
133322,2022-06-30,21.3911
147839,2022-06-30,37.2266
151234,2022-06-30,61.9058
128472,2022-06-30,31.1113
138291,2022-06-30,19.2363
145672,2022-06-30,25.8796
116543,2022-06-30,40.6835
139847,2022-06-30,65.569
120987,2022-06-30,49.3019
143256,2022-06-30,9.6894
137654,2022-06-30,51.1809
149012,2022-06-30,684.3526
124567,2022-06-30,57.8526
132198,2022-06-30,92.8304
146783,2022-06-30,33.7723
141234,2022-06-30,36.506
115678,2022-06-30,69.1375
150345,2022-06-30,60.1916
127890,2022-06-30,30.6049
134567,2022-06-30,23.0887
121098,2022-06-30,12.8434
144321,2022-06-30,49.9604
136789,2022-06-30,21.85
152167,2022-06-30,12.4218
118765,2022-06-30,72.6615
140987,2022-06-30,1396.3385
123456,2022-06-30,55.9562
138543,2022-06-30,84.0865
129876,2022-06-30,48.3319
153456,2022-06-30,61.6433
131234,2022-06-30,9.4311
154321,2022-06-30,24.1126
125497,2022-07-01,71.912
119418,2022-07-01,22.2765
148540,2022-07-01,18.1891
135773,2022-07-01,37.256
142517,2022-07-01,590.8455
118834,2022-07-01,54.6212
122639,2022-07-01,58.1686
133322,2022-07-01,21.2133
147839,2022-07-01,36.8837
151234,2022-07-01,61.3454
128472,2022-07-01,30.5726
138291,2022-07-01,20.0131
145672,2022-07-01,25.9907
116543,2022-07-01,40.3618
139847,2022-07-01,65.7606
143256,2022-07-01,9.8333
137654,2022-07-01,51.7443
149012,2022-07-01,684.4519
124567,2022-07-01,58.0078
132198,2022-07-01,92.8173
146783,2022-07-01,34.0092
115678,2022-07-01,68.1897
150345,2022-07-01,59.464
127890,2022-07-01,30.4852
134567,2022-07-01,23.0771
121098,2022-07-01,12.9751
144321,2022-07-01,49.1177
136789,2022-07-01,21.9181
152167,2022-07-01,12.4588
118765,2022-07-01,73.5525
140987,2022-07-01,1395.5949
123456,2022-07-01,56.1104
138543,2022-07-01,84.6481
147210,2022-07-01,26.9974
129876,2022-07-01,48.866
153456,2022-07-01,61.5652
131234,2022-07-01,9.2764
154321,2022-07-01,24.2177
125497,2022-07-04,71.5385
119418,2022-07-04,21.7045
148540,2022-07-04,17.7941
135773,2022-07-04,37.3186
142517,2022-07-04,589.7241
118834,2022-07-04,54.6215
122639,2022-07-04,58.2166
133322,2022-07-04,21.0603
147839,2022-07-04,36.4888
151234,2022-07-04,61.625
128472,2022-07-04,30.5179
138291,2022-07-04,19.6838
145672,2022-07-04,25.5801
116543,2022-07-04,40.6645
139847,2022-07-04,64.4462
120987,2022-07-04,47.8776
143256,2022-07-04,9.8078
137654,2022-07-04,51.6914
149012,2022-07-04,685.4905
124567,2022-07-04,58.2256
132198,2022-07-04,92.3425
146783,2022-07-04,33.8644
141234,2022-07-04,37.0872
115678,2022-07-04,68.6462
150345,2022-07-04,59.7824
127890,2022-07-04,31.539
134567,2022-07-04,23.2139
121098,2022-07-04,13.1876
144321,2022-07-04,50.5358
136789,2022-07-04,22.0401
152167,2022-07-04,12.3105
118765,2022-07-04,73.661
140987,2022-07-04,1396.0216
123456,2022-07-04,55.9654
138543,2022-07-04,84.7869
147210,2022-07-04,26.6258
129876,2022-07-04,48.8644
153456,2022-07-04,61.8852
154321,2022-07-04,23.7593
125497,2022-07-05,71.1919
119418,2022-07-05,21.5999
148540,2022-07-05,17.9933
135773,2022-07-05,38.0142
142517,2022-07-05,589.714
118834,2022-07-05,54.6397
122639,2022-07-05,58.2094
133322,2022-07-05,21.3773
147839,2022-07-05,37.4639
151234,2022-07-05,62.6388
128472,2022-07-05,31.1694
145672,2022-07-05,25.2143
116543,2022-07-05,40.6924
139847,2022-07-05,64.913
120987,2022-07-05,48.2592
143256,2022-07-05,9.8399
137654,2022-07-05,52.4187
149012,2022-07-05,685.0094
124567,2022-07-05,58.6175
132198,2022-07-05,92.7384
146783,2022-07-05,34.4734
141234,2022-07-05,37.4982
115678,2022-07-05,69.4985
150345,2022-07-05,59.0297
127890,2022-07-05,31.3839
134567,2022-07-05,23.1111
121098,2022-07-05,13.3051
136789,2022-07-05,21.914
152167,2022-07-05,12.3369
118765,2022-07-05,71.8784
140987,2022-07-05,1395.5903
123456,2022-07-05,55.8267
138543,2022-07-05,85.4925
147210,2022-07-05,25.9906
129876,2022-07-05,48.7153
153456,2022-07-05,61.2948
131234,2022-07-05,9.303
154321,2022-07-05,23.5038
125497,2022-07-06,72.1053
119418,2022-07-06,21.7054
148540,2022-07-06,17.3534
135773,2022-07-06,38.112
142517,2022-07-06,589.6494
118834,2022-07-06,54.8852
122639,2022-07-06,58.1069
133322,2022-07-06,21.1551
147839,2022-07-06,37.3407
151234,2022-07-06,62.3681
128472,2022-07-06,30.4467
138291,2022-07-06,19.0741
145672,2022-07-06,24.3686
116543,2022-07-06,40.9334
139847,2022-07-06,65.2039
120987,2022-07-06,47.9646
143256,2022-07-06,10.073
137654,2022-07-06,52.5023
149012,2022-07-06,685.7324
124567,2022-07-06,58.6118
132198,2022-07-06,92.4522
146783,2022-07-06,34.4181
141234,2022-07-06,37.7525
115678,2022-07-06,70.1312
150345,2022-07-06,57.2032
127890,2022-07-06,30.416
134567,2022-07-06,23.4377
121098,2022-07-06,13.1818
144321,2022-07-06,49.6503
136789,2022-07-06,22.0851
152167,2022-07-06,12.4859
118765,2022-07-06,72.1994
140987,2022-07-06,1395.8167
123456,2022-07-06,55.9524
138543,2022-07-06,85.5575
147210,2022-07-06,25.7721
129876,2022-07-06,48.5639
153456,2022-07-06,62.5373
131234,2022-07-06,9.1982
154321,2022-07-06,23.5653
125497,2022-07-07,73.4591
119418,2022-07-07,22.0628
148540,2022-07-07,17.607
135773,2022-07-07,37.8044
142517,2022-07-07,589.1344
118834,2022-07-07,54.8898
122639,2022-07-07,58.014
133322,2022-07-07,21.1655
147839,2022-07-07,36.9807
151234,2022-07-07,62.9182
128472,2022-07-07,29.2293
138291,2022-07-07,18.9435
145672,2022-07-07,25.0378
116543,2022-07-07,40.6935
139847,2022-07-07,64.3997
120987,2022-07-07,47.6726
143256,2022-07-07,9.8606
149012,2022-07-07,685.3591
124567,2022-07-07,58.8315
132198,2022-07-07,92.5961
146783,2022-07-07,34.8648
141234,2022-07-07,37.5647
127890,2022-07-07,30.6886
134567,2022-07-07,23.7341
121098,2022-07-07,13.2589
144321,2022-07-07,49.5582
136789,2022-07-07,22.0454
152167,2022-07-07,12.9048
118765,2022-07-07,72.6746
140987,2022-07-07,1398.6522
123456,2022-07-07,55.8997
138543,2022-07-07,86.0758
147210,2022-07-07,25.7787
129876,2022-07-07,49.2795
153456,2022-07-07,61.7638
131234,2022-07-07,9.5883
154321,2022-07-07,23.7529
125497,2022-07-08,73.8257
119418,2022-07-08,21.9445
148540,2022-07-08,18.1408
135773,2022-07-08,38.0909
142517,2022-07-08,587.6298
118834,2022-07-08,54.7399
122639,2022-07-08,58.477
133322,2022-07-08,21.2182
147839,2022-07-08,36.759
151234,2022-07-08,61.5008
128472,2022-07-08,27.8681
138291,2022-07-08,18.8691
145672,2022-07-08,24.9887
116543,2022-07-08,40.5833
139847,2022-07-08,64.3957
120987,2022-07-08,47.3941
143256,2022-07-08,9.951
137654,2022-07-08,53.1195
149012,2022-07-08,685.525
124567,2022-07-08,58.8389
132198,2022-07-08,92.3722
146783,2022-07-08,35.2615
141234,2022-07-08,37.3692
115678,2022-07-08,70.6305
150345,2022-07-08,56.5645
127890,2022-07-08,31.4271
134567,2022-07-08,23.8108
121098,2022-07-08,13.1754
144321,2022-07-08,49.5159
136789,2022-07-08,21.801
152167,2022-07-08,13.0669
118765,2022-07-08,72.341
140987,2022-07-08,1400.9985
123456,2022-07-08,56.0371
138543,2022-07-08,86.0115
147210,2022-07-08,25.9607
129876,2022-07-08,49.5276
153456,2022-07-08,62.3104
131234,2022-07-08,9.3433
154321,2022-07-08,23.8072
125497,2022-07-11,72.681
119418,2022-07-11,22.1162
148540,2022-07-11,18.3571
135773,2022-07-11,37.664
142517,2022-07-11,587.5868
118834,2022-07-11,54.5687
122639,2022-07-11,58.5963
133322,2022-07-11,21.5462
147839,2022-07-11,36.8339
151234,2022-07-11,61.2539
128472,2022-07-11,27.7496
138291,2022-07-11,18.9006
145672,2022-07-11,25.0862
116543,2022-07-11,40.8088
139847,2022-07-11,63.6931
120987,2022-07-11,48.1332
137654,2022-07-11,52.0664
149012,2022-07-11,685.1595
124567,2022-07-11,59.1554
132198,2022-07-11,92.2657
141234,2022-07-11,37.5716
115678,2022-07-11,69.8737
150345,2022-07-11,54.8747
127890,2022-07-11,32.1182
134567,2022-07-11,23.5453
121098,2022-07-11,13.351
144321,2022-07-11,50.2696
136789,2022-07-11,21.4062
152167,2022-07-11,12.6427
118765,2022-07-11,73.2237
140987,2022-07-11,1402.9304
123456,2022-07-11,56.1074
138543,2022-07-11,86.8495
147210,2022-07-11,25.839
129876,2022-07-11,49.561
153456,2022-07-11,61.9862
131234,2022-07-11,9.5078
154321,2022-07-11,23.7517
119418,2022-07-12,22.1885
148540,2022-07-12,18.6272
135773,2022-07-12,37.3908
142517,2022-07-12,587.7781
118834,2022-07-12,54.6814
122639,2022-07-12,58.748
133322,2022-07-12,21.3849
147839,2022-07-12,36.1938
151234,2022-07-12,61.478
128472,2022-07-12,27.2556
138291,2022-07-12,18.3233
145672,2022-07-12,25.2664
116543,2022-07-12,40.9505
139847,2022-07-12,63.9691
120987,2022-07-12,46.5437
143256,2022-07-12,9.4761
137654,2022-07-12,52.4356
149012,2022-07-12,685.2418
124567,2022-07-12,58.8652
132198,2022-07-12,92.3422
146783,2022-07-12,35.328
141234,2022-07-12,37.016
115678,2022-07-12,69.0944
150345,2022-07-12,55.3711
127890,2022-07-12,32.441
134567,2022-07-12,23.2871
121098,2022-07-12,13.5222
144321,2022-07-12,49.4516
136789,2022-07-12,21.8382
152167,2022-07-12,12.5076
118765,2022-07-12,73.5643
140987,2022-07-12,1402.6424
123456,2022-07-12,56.1502
147210,2022-07-12,25.4974
129876,2022-07-12,49.0685
153456,2022-07-12,61.7199
131234,2022-07-12,9.7012
154321,2022-07-12,23.6543
125497,2022-07-13,72.1944
119418,2022-07-13,22.7089
148540,2022-07-13,18.2673
135773,2022-07-13,37.5724
142517,2022-07-13,587.3492
118834,2022-07-13,54.6577
122639,2022-07-13,58.545
133322,2022-07-13,21.354
147839,2022-07-13,35.6882
151234,2022-07-13,62.8619
128472,2022-07-13,27.6128
138291,2022-07-13,17.8178
145672,2022-07-13,25.2459
116543,2022-07-13,41.1753
139847,2022-07-13,64.9044
120987,2022-07-13,45.8534
143256,2022-07-13,9.3744
137654,2022-07-13,53.7733
149012,2022-07-13,685.2987
124567,2022-07-13,58.9234
132198,2022-07-13,92.0929
146783,2022-07-13,35.1576
141234,2022-07-13,37.0399
115678,2022-07-13,69.4543
150345,2022-07-13,54.6205
127890,2022-07-13,31.9784
134567,2022-07-13,23.2057
121098,2022-07-13,13.4351
144321,2022-07-13,49.4029
136789,2022-07-13,21.4327
152167,2022-07-13,12.4107
118765,2022-07-13,74.0317
140987,2022-07-13,1403.9379
123456,2022-07-13,56.0239
138543,2022-07-13,87.8476
129876,2022-07-13,49.5298
153456,2022-07-13,61.5964
131234,2022-07-13,9.8153
154321,2022-07-13,23.2614
125497,2022-07-14,72.187
119418,2022-07-14,23.0352
148540,2022-07-14,18.312
135773,2022-07-14,38.5402
142517,2022-07-14,587.509
118834,2022-07-14,54.4458
122639,2022-07-14,58.5097
133322,2022-07-14,21.6788
147839,2022-07-14,35.5607
128472,2022-07-14,27.3822
138291,2022-07-14,17.9218
145672,2022-07-14,25.5912
139847,2022-07-14,64.8156
120987,2022-07-14,46.1276
143256,2022-07-14,9.5105
137654,2022-07-14,52.9235
124567,2022-07-14,59.2959
132198,2022-07-14,91.9024
146783,2022-07-14,35.4885
141234,2022-07-14,37.2304
115678,2022-07-14,70.6418
150345,2022-07-14,56.7515
127890,2022-07-14,32.24
134567,2022-07-14,22.9251
121098,2022-07-14,13.3954
144321,2022-07-14,49.0972
136789,2022-07-14,21.6585
152167,2022-07-14,12.7977
118765,2022-07-14,74.3516
123456,2022-07-14,56.3557
138543,2022-07-14,87.4999
147210,2022-07-14,25.234
129876,2022-07-14,50.1093
153456,2022-07-14,62.3152
131234,2022-07-14,9.9431
154321,2022-07-14,24.6263
125497,2022-07-15,73.042
119418,2022-07-15,23.5912
148540,2022-07-15,17.7644
135773,2022-07-15,39.0565
142517,2022-07-15,587.3907
118834,2022-07-15,54.6551
122639,2022-07-15,58.9173
133322,2022-07-15,21.5988
147839,2022-07-15,34.9238
151234,2022-07-15,63.2922
128472,2022-07-15,27.6768
138291,2022-07-15,17.6041
145672,2022-07-15,25.496
116543,2022-07-15,41.6548
139847,2022-07-15,65.6504
120987,2022-07-15,47.5859
143256,2022-07-15,9.7313
137654,2022-07-15,52.8379
149012,2022-07-15,684.9746
124567,2022-07-15,59.5719
132198,2022-07-15,91.8399
146783,2022-07-15,34.6556
141234,2022-07-15,36.795
115678,2022-07-15,70.3138
150345,2022-07-15,56.6872
127890,2022-07-15,30.9936
134567,2022-07-15,23.3794
121098,2022-07-15,13.2045
144321,2022-07-15,49.3847
136789,2022-07-15,21.5234
152167,2022-07-15,12.7058
118765,2022-07-15,75.1815
140987,2022-07-15,1399.2561
123456,2022-07-15,56.4191
138543,2022-07-15,87.807
147210,2022-07-15,24.5981
129876,2022-07-15,49.7111
153456,2022-07-15,61.9788
154321,2022-07-15,24.9255
125497,2022-07-18,72.305
119418,2022-07-18,22.9304
148540,2022-07-18,18.1474
135773,2022-07-18,39.3269
142517,2022-07-18,588.2453
118834,2022-07-18,54.9378
122639,2022-07-18,59.2077
133322,2022-07-18,21.6463
147839,2022-07-18,34.3192
151234,2022-07-18,64.1014
128472,2022-07-18,27.5582
138291,2022-07-18,17.2248
145672,2022-07-18,25.6666
116543,2022-07-18,41.8402
139847,2022-07-18,65.6984
120987,2022-07-18,47.2534
143256,2022-07-18,9.487
137654,2022-07-18,54.256
149012,2022-07-18,685.9162
124567,2022-07-18,59.7915
132198,2022-07-18,91.6018
146783,2022-07-18,34.6867
141234,2022-07-18,36.0866
115678,2022-07-18,70.8196
150345,2022-07-18,55.1358
127890,2022-07-18,30.458
134567,2022-07-18,23.4569
121098,2022-07-18,13.3362
144321,2022-07-18,49.7415
136789,2022-07-18,21.4719
152167,2022-07-18,12.5
118765,2022-07-18,75.5587
140987,2022-07-18,1400.2403
123456,2022-07-18,56.591
138543,2022-07-18,88.0806
147210,2022-07-18,24.6401
129876,2022-07-18,49.6846
153456,2022-07-18,63.1036
131234,2022-07-18,9.2435
154321,2022-07-18,25.3096
125497,2022-07-19,73.295
119418,2022-07-19,23.5448
148540,2022-07-19,18.4689
135773,2022-07-19,38.8796
118834,2022-07-19,55.3779
122639,2022-07-19,59.1196
133322,2022-07-19,21.8129
147839,2022-07-19,34.467
151234,2022-07-19,62.9148
128472,2022-07-19,26.3999
138291,2022-07-19,17.4196
145672,2022-07-19,26.0655
116543,2022-07-19,41.258
139847,2022-07-19,66.0801
120987,2022-07-19,48.3589
143256,2022-07-19,9.4583
137654,2022-07-19,54.5426
149012,2022-07-19,685.9769
124567,2022-07-19,59.3306
132198,2022-07-19,91.3858
146783,2022-07-19,34.5975
141234,2022-07-19,35.8759
115678,2022-07-19,69.8122
150345,2022-07-19,54.8703
127890,2022-07-19,30.5245
134567,2022-07-19,23.6651
121098,2022-07-19,13.3898
144321,2022-07-19,50.3668
136789,2022-07-19,21.2502
152167,2022-07-19,12.1997
118765,2022-07-19,74.896
140987,2022-07-19,1400.761
123456,2022-07-19,56.4192
138543,2022-07-19,88.2253
147210,2022-07-19,24.721
129876,2022-07-19,49.8647
153456,2022-07-19,63.9244
131234,2022-07-19,9.3078
154321,2022-07-19,25.1482
125497,2022-07-20,73.8802
119418,2022-07-20,24.205
148540,2022-07-20,19.1666
135773,2022-07-20,38.9097
142517,2022-07-20,589.3596
118834,2022-07-20,55.636
122639,2022-07-20,58.9974
133322,2022-07-20,22.241
147839,2022-07-20,34.1582
151234,2022-07-20,62.7292
128472,2022-07-20,26.9937
138291,2022-07-20,17.3037
145672,2022-07-20,25.8544
116543,2022-07-20,41.324
139847,2022-07-20,65.5118
120987,2022-07-20,50.0572
143256,2022-07-20,9.3385
137654,2022-07-20,54.4644
149012,2022-07-20,686.2996
124567,2022-07-20,59.627
132198,2022-07-20,91.6688
146783,2022-07-20,34.7908
141234,2022-07-20,36.0391
115678,2022-07-20,70.2239
150345,2022-07-20,55.812
127890,2022-07-20,29.9089
134567,2022-07-20,24.1949
121098,2022-07-20,13.3735
144321,2022-07-20,50.2264
136789,2022-07-20,22.0516
152167,2022-07-20,12.161
118765,2022-07-20,75.5023
140987,2022-07-20,1400.9951
123456,2022-07-20,56.1952
138543,2022-07-20,87.7417
147210,2022-07-20,24.9419
129876,2022-07-20,49.2386
153456,2022-07-20,64.9748
131234,2022-07-20,9.6027
154321,2022-07-20,25.2568
125497,2022-07-21,73.6864
119418,2022-07-21,24.5842
148540,2022-07-21,18.9365
135773,2022-07-21,39.5574
142517,2022-07-21,588.3166
118834,2022-07-21,55.6501
122639,2022-07-21,58.8979
133322,2022-07-21,22.4783
147839,2022-07-21,34.3025
151234,2022-07-21,62.7286
128472,2022-07-21,27.537
138291,2022-07-21,17.11
145672,2022-07-21,25.7457
116543,2022-07-21,41.4798
139847,2022-07-21,64.3351
120987,2022-07-21,51.4256
143256,2022-07-21,9.3467
137654,2022-07-21,53.827
149012,2022-07-21,686.6637
124567,2022-07-21,59.7619
132198,2022-07-21,91.9395
146783,2022-07-21,34.9453
141234,2022-07-21,36.0249
150345,2022-07-21,55.9091
127890,2022-07-21,29.7186
134567,2022-07-21,23.9336
121098,2022-07-21,13.6214
144321,2022-07-21,50.5443
136789,2022-07-21,21.9199
152167,2022-07-21,11.9714
118765,2022-07-21,76.9342
140987,2022-07-21,1401.2709
123456,2022-07-21,56.169
138543,2022-07-21,87.4546
147210,2022-07-21,25.1289
153456,2022-07-21,64.5685
131234,2022-07-21,9.8323
154321,2022-07-21,25.3883
125497,2022-07-22,72.5756
119418,2022-07-22,24.6296
148540,2022-07-22,17.9202
135773,2022-07-22,38.9875
142517,2022-07-22,588.7765
118834,2022-07-22,55.2615
122639,2022-07-22,58.3501
133322,2022-07-22,22.0384
147839,2022-07-22,34.0223
151234,2022-07-22,62.9998
128472,2022-07-22,27.5008
138291,2022-07-22,16.6518
145672,2022-07-22,25.5107
116543,2022-07-22,41.9299
139847,2022-07-22,64.2271
143256,2022-07-22,9.374
137654,2022-07-22,53.735
149012,2022-07-22,686.7739
124567,2022-07-22,59.9554
132198,2022-07-22,91.4511
146783,2022-07-22,35.0984
141234,2022-07-22,35.5021
115678,2022-07-22,72.5348
150345,2022-07-22,56.0576
134567,2022-07-22,23.3948
121098,2022-07-22,13.4711
144321,2022-07-22,51.0931
136789,2022-07-22,21.8497
152167,2022-07-22,12.0394
118765,2022-07-22,77.8726
140987,2022-07-22,1402.4543
123456,2022-07-22,56.1302
138543,2022-07-22,87.7927
147210,2022-07-22,24.981
129876,2022-07-22,48.9756
153456,2022-07-22,65.0116
131234,2022-07-22,9.6517
154321,2022-07-22,25.5658
125497,2022-07-25,72.7708
119418,2022-07-25,24.4895
148540,2022-07-25,17.9043
135773,2022-07-25,38.7403
142517,2022-07-25,588.0938
118834,2022-07-25,55.3042
122639,2022-07-25,58.6188
133322,2022-07-25,22.6454
147839,2022-07-25,34.0361
128472,2022-07-25,27.7032
138291,2022-07-25,16.3613
145672,2022-07-25,26.2149
116543,2022-07-25,41.684
139847,2022-07-25,63.2921
120987,2022-07-25,54.7373
143256,2022-07-25,9.2033
137654,2022-07-25,54.3154
149012,2022-07-25,686.5464
124567,2022-07-25,59.81
132198,2022-07-25,91.3118
146783,2022-07-25,35.0435
141234,2022-07-25,35.5351
115678,2022-07-25,72.2957
150345,2022-07-25,55.5231
127890,2022-07-25,28.9245
134567,2022-07-25,23.7968
121098,2022-07-25,13.7572
144321,2022-07-25,51.2674
136789,2022-07-25,21.6615
152167,2022-07-25,12.2129
118765,2022-07-25,79.0172
140987,2022-07-25,1403.6606
123456,2022-07-25,56.0573
138543,2022-07-25,87.4668
147210,2022-07-25,25.4498
129876,2022-07-25,49.1603
153456,2022-07-25,64.9366
154321,2022-07-25,25.5388
125497,2022-07-26,74.9925
119418,2022-07-26,25.1477
148540,2022-07-26,18.6918
135773,2022-07-26,38.656
142517,2022-07-26,587.5445
118834,2022-07-26,55.1361
122639,2022-07-26,58.7429
133322,2022-07-26,22.5888
147839,2022-07-26,33.5665
151234,2022-07-26,62.6887
128472,2022-07-26,27.9416
138291,2022-07-26,16.208
145672,2022-07-26,26.4962
116543,2022-07-26,41.5991
139847,2022-07-26,62.0251
120987,2022-07-26,55.8199
143256,2022-07-26,9.3303
137654,2022-07-26,55.3766
149012,2022-07-26,686.2755
124567,2022-07-26,59.5814
132198,2022-07-26,91.3604
146783,2022-07-26,34.8751
141234,2022-07-26,34.6817
115678,2022-07-26,71.4507
150345,2022-07-26,55.3006
127890,2022-07-26,29.0587
134567,2022-07-26,23.8721
121098,2022-07-26,13.7924
144321,2022-07-26,50.9454
136789,2022-07-26,22.0843
152167,2022-07-26,11.882
118765,2022-07-26,77.5977
140987,2022-07-26,1404.37
123456,2022-07-26,56.3846
138543,2022-07-26,87.3922
147210,2022-07-26,25.8905
129876,2022-07-26,49.5433
153456,2022-07-26,64.6327
131234,2022-07-26,9.2848
154321,2022-07-26,25.3401
125497,2022-07-27,74.7149
119418,2022-07-27,25.1505
148540,2022-07-27,18.917
135773,2022-07-27,38.6213
142517,2022-07-27,588.2311
118834,2022-07-27,55.3374
122639,2022-07-27,58.6782
133322,2022-07-27,22.8265
147839,2022-07-27,33.9068
151234,2022-07-27,62.1198
128472,2022-07-27,28.329
138291,2022-07-27,16.2175
145672,2022-07-27,27.1574
116543,2022-07-27,41.6908
139847,2022-07-27,62.9164
120987,2022-07-27,57.3086
143256,2022-07-27,9.2421
137654,2022-07-27,55.8416
149012,2022-07-27,686.1906
124567,2022-07-27,59.6829
132198,2022-07-27,90.8787
146783,2022-07-27,34.4386
141234,2022-07-27,35.2362
115678,2022-07-27,71.1105
150345,2022-07-27,57.948
127890,2022-07-27,28.7365
134567,2022-07-27,24.6353
121098,2022-07-27,13.7482
144321,2022-07-27,50.991
136789,2022-07-27,22.0984
152167,2022-07-27,11.6692
118765,2022-07-27,79.9304
140987,2022-07-27,1405.9956
123456,2022-07-27,56.4914
138543,2022-07-27,87.4852
147210,2022-07-27,25.4358
129876,2022-07-27,49.7668
153456,2022-07-27,63.6733
131234,2022-07-27,9.3272
154321,2022-07-27,25.199
125497,2022-07-28,75.1192
119418,2022-07-28,25.0416
148540,2022-07-28,19.1946
135773,2022-07-28,39.1258
142517,2022-07-28,588.6419
118834,2022-07-28,55.367
122639,2022-07-28,58.5186
133322,2022-07-28,22.6518
147839,2022-07-28,34.4018
151234,2022-07-28,62.9528
128472,2022-07-28,29.5829
138291,2022-07-28,16.1398
145672,2022-07-28,27.5746
116543,2022-07-28,41.6808
139847,2022-07-28,61.9749
120987,2022-07-28,57.6083
143256,2022-07-28,9.3449
137654,2022-07-28,54.614
149012,2022-07-28,687.2609
124567,2022-07-28,59.7019
132198,2022-07-28,91.2814
146783,2022-07-28,34.0832
141234,2022-07-28,34.726
115678,2022-07-28,71.6801
150345,2022-07-28,57.8374
127890,2022-07-28,28.3237
134567,2022-07-28,24.0373
121098,2022-07-28,13.8816
144321,2022-07-28,51.9134
136789,2022-07-28,22.4962
152167,2022-07-28,11.3602
118765,2022-07-28,79.0893
140987,2022-07-28,1405.8122
123456,2022-07-28,56.234
138543,2022-07-28,86.7288
147210,2022-07-28,25.3797
129876,2022-07-28,48.9022
153456,2022-07-28,63.0426
131234,2022-07-28,9.5682
154321,2022-07-28,25.7641
125497,2022-07-29,75.9406
119418,2022-07-29,24.8232
148540,2022-07-29,18.7849
135773,2022-07-29,39.9434
142517,2022-07-29,587.3767
118834,2022-07-29,55.3143
