txn_id,investor_id,scheme_code,txn_date,amount,txn_type,age_band,income_bucket,city_tier,state
7455,4230,118765,2023-10-14,349238.2,Lumpsum,55-64,10L-20L,Tier 2,Maharashtra
7456,2776,143256,2025-07-18,413709.17,Lumpsum,45-54,< 5L,Tier 2,Madhya Pradesh
7457,4754,120987,2025-02-14,9778.11,SIP,65+,10L-20L,Tier 2,Delhi
7458,759,147839,2024-11-20,31910.72,SIP,35-44,50L+,Tier 3,Uttar Pradesh
7459,1507,148540,2023-08-31,27817.24,SIP,25-34,20L-50L,Tier 3,Telangana
7460,782,121098,2023-02-09,13833.92,SIP,35-44,10L-20L,Tier 2,Madhya Pradesh
7461,2458,135773,2024-06-12,10784.08,SIP,45-54,5L-10L,Tier 3,Telangana
7462,3932,145672,2024-08-09,109705.83,Redemption,35-44,50L+,Tier 2,Haryana
7463,3638,131234,2023-11-09,15007.4,SIP,35-44,10L-20L,Tier 2,West Bengal
7464,157,116543,2023-10-25,48072.44,SIP,25-34,50L+,Tier 3,Tamil Nadu
7465,3886,128472,2025-09-01,19256.77,SIP,35-44,5L-10L,Tier 2,Uttar Pradesh
7466,559,125497,2024-06-28,549751.64,Lumpsum,35-44,< 5L,Tier 2,Haryana
7467,3124,136789,2024-03-12,8611.68,SIP,18-24,5L-10L,Tier 2,Haryana
7468,4998,119418,2025-12-31,15900.55,SIP,45-54,20L-50L,Tier 2,Uttar Pradesh
7469,1077,147839,2022-05-21,235768.41,Redemption,18-24,50L+,Tier 1,Haryana
7470,4200,137654,2023-10-10,40611.38,SIP,45-54,10L-20L,Tier 3,Delhi
7471,1119,144321,2026-04-11,1712.61,SIP,18-24,< 5L,Tier 2,Madhya Pradesh
7472,4335,119418,2023-04-11,9142.94,SIP,65+,< 5L,Tier 3,Telangana
7473,4454,143256,2024-06-13,16760.98,SIP,45-54,5L-10L,Tier 1,Gujarat
7474,1745,136789,2025-08-23,443726.09,Lumpsum,45-54,50L+,Tier 2,Kerala
7475,926,143256,2022-08-15,41145.61,SIP,65+,< 5L,Tier 2,Telangana
7476,4240,143256,2022-03-14,45843.17,SIP,55-64,20L-50L,Tier 3,Rajasthan
7477,4860,123456,2024-07-06,42067.89,SIP,45-54,10L-20L,Tier 3,West Bengal
7478,607,123456,2022-05-29,298292.68,Redemption,35-44,10L-20L,Tier 1,Delhi
7479,1158,138291,2024-10-13,39284.05,SIP,25-34,20L-50L,Tier 2,Madhya Pradesh
7480,2087,139847,2024-07-11,5082.83,SIP,45-54,10L-20L,Tier 1,West Bengal
7481,2625,149012,2022-06-25,621361.87,Lumpsum,35-44,50L+,Tier 1,West Bengal
7482,2055,154321,2025-09-21,410688.45,Lumpsum,18-24,5L-10L,Tier 2,Madhya Pradesh
7483,1923,118834,2024-09-10,108520.67,Redemption,18-24,20L-50L,Tier 3,Haryana
7484,424,129876,2024-06-23,35791.26,SIP,45-54,< 5L,Tier 2,Haryana
7485,4749,135773,2022-10-15,191180.21,Redemption,45-54,5L-10L,Tier 3,Maharashtra
7486,194,128472,2024-05-07,8240.49,SIP,65+,< 5L,Tier 2,Madhya Pradesh
7487,3326,124567,2023-04-07,54222.6,Redemption,55-64,20L-50L,Tier 2,Kerala
7488,3909,146783,2025-11-12,24277.46,SIP,35-44,20L-50L,Tier 1,Uttar Pradesh
7489,3533,144321,2025-03-19,11750.39,SIP,65+,< 5L,Tier 2,Tamil Nadu
7490,3466,135773,2024-09-30,3876.21,SIP,45-54,20L-50L,Tier 2,Delhi
7491,62,143256,2024-08-24,15647.33,SIP,18-24,5L-10L,Tier 2,Delhi
7492,2078,138543,2022-01-07,982534.99,Lumpsum,35-44,50L+,Tier 1,Delhi
7493,4719,137654,2023-09-15,412430.25,Redemption,65+,5L-10L,Tier 1,Rajasthan
7494,3503,118834,2025-10-13,11177.51,SIP,55-64,10L-20L,Tier 2,Karnataka
7495,2413,125497,2023-10-02,30869.7,SIP,35-44,50L+,Tier 2,Telangana
7496,2958,147210,2023-08-30,44764.45,SIP,25-34,5L-10L,Tier 3,Karnataka
7497,2823,134567,2023-05-05,109066.64,Redemption,18-24,< 5L,Tier 3,Uttar Pradesh
7498,627,147210,2026-02-09,471828.37,Lumpsum,18-24,50L+,Tier 1,Tamil Nadu
7499,2092,141234,2025-08-07,165971.5,Redemption,18-24,20L-50L,Tier 3,Madhya Pradesh
7500,3917,142517,2024-02-20,296234.34,Redemption,55-64,50L+,Tier 1,Haryana
7501,4602,154321,2025-01-13,49194.7,SIP,65+,< 5L,Tier 3,Gujarat
7502,3940,140987,2025-02-07,33088.5,SIP,35-44,5L-10L,Tier 3,Rajasthan
7503,4628,122639,2025-10-13,339817.72,Redemption,65+,50L+,Tier 1,Tamil Nadu
7504,3385,145672,2023-02-14,3124.45,SIP,25-34,20L-50L,Tier 1,Tamil Nadu
7505,4160,151234,2022-03-29,13749.19,SIP,35-44,50L+,Tier 3,Uttar Pradesh
7506,1883,138543,2023-03-09,293619.68,Redemption,25-34,10L-20L,Tier 2,Rajasthan
7507,3318,118765,2025-03-04,361813.07,Redemption,25-34,< 5L,Tier 1,Kerala
7508,2223,136789,2025-04-21,603495.02,Lumpsum,55-64,50L+,Tier 3,Rajasthan
7509,503,127890,2025-07-09,40344.8,SIP,45-54,20L-50L,Tier 1,Karnataka
7510,3665,153456,2023-07-24,475831.12,Lumpsum,25-34,< 5L,Tier 1,Madhya Pradesh
7511,1507,129876,2025-11-23,44002.22,SIP,25-34,20L-50L,Tier 3,Telangana
7512,2072,116543,2024-06-24,8955.95,SIP,45-54,10L-20L,Tier 1,Tamil Nadu
7513,1259,118765,2022-03-18,470809.73,Redemption,25-34,20L-50L,Tier 3,Karnataka
7514,1812,141234,2024-03-29,39342.39,SIP,55-64,50L+,Tier 2,Haryana
7515,238,142517,2023-02-27,676693.91,Lumpsum,55-64,5L-10L,Tier 1,Uttar Pradesh
7516,1285,121098,2024-12-18,24470.48,SIP,45-54,5L-10L,Tier 1,Tamil Nadu
7517,2824,118834,2023-09-11,151215.66,Lumpsum,25-34,50L+,Tier 1,Madhya Pradesh
7518,2623,127890,2024-06-06,475978.18,Lumpsum,18-24,50L+,Tier 3,Rajasthan
7519,4303,116543,2024-01-20,4356.32,SIP,55-64,10L-20L,Tier 1,Kerala
7520,3969,144321,2022-12-26,11369.68,SIP,55-64,50L+,Tier 1,Karnataka
7521,4923,145672,2023-04-29,44288.2,SIP,18-24,< 5L,Tier 1,Telangana
7522,1772,136789,2024-09-24,17436.03,SIP,18-24,20L-50L,Tier 3,Gujarat
7523,4553,139847,2025-07-12,378782.17,Lumpsum,35-44,< 5L,Tier 2,Maharashtra
7524,2202,138291,2022-02-02,8129.36,SIP,55-64,20L-50L,Tier 1,Karnataka
7525,915,132198,2023-10-01,770065.48,Lumpsum,25-34,50L+,Tier 3,Karnataka
7526,4477,121098,2022-11-02,175051.59,Redemption,18-24,10L-20L,Tier 1,Rajasthan
7527,1146,115678,2023-08-16,412425.84,Lumpsum,18-24,20L-50L,Tier 1,Telangana
7528,3062,120987,2025-06-10,30853.56,SIP,55-64,20L-50L,Tier 2,Rajasthan
7529,2888,123456,2025-11-07,16497.69,SIP,35-44,< 5L,Tier 2,Delhi
7530,2419,122639,2022-02-16,19305.72,SIP,18-24,< 5L,Tier 1,Delhi
7531,2398,152167,2023-04-21,112637.99,Lumpsum,55-64,50L+,Tier 1,Haryana
7532,1780,133322,2024-08-12,10494.53,SIP,25-34,10L-20L,Tier 3,Madhya Pradesh
7533,781,115678,2023-04-02,169320.64,Redemption,18-24,20L-50L,Tier 2,Haryana
7534,2077,121098,2026-05-06,411114.17,Lumpsum,55-64,10L-20L,Tier 3,Haryana
7535,3535,115678,2024-09-01,248071.85,Redemption,65+,10L-20L,Tier 2,Telangana
7536,4268,116543,2024-07-08,16612.54,SIP,65+,5L-10L,Tier 2,Uttar Pradesh
7537,3883,148540,2022-03-17,39196.52,SIP,55-64,10L-20L,Tier 3,Karnataka
7538,4484,144321,2023-09-27,79972.58,Redemption,65+,20L-50L,Tier 2,Gujarat
7539,1518,127890,2025-06-10,32587.54,SIP,45-54,50L+,Tier 3,Maharashtra
7540,1394,140987,2023-02-26,11767.77,SIP,25-34,50L+,Tier 1,Gujarat
7541,4742,131234,2024-06-06,746100.16,Lumpsum,18-24,5L-10L,Tier 3,Kerala
7542,1744,141234,2023-08-10,9837.39,SIP,18-24,50L+,Tier 1,Uttar Pradesh
7543,1424,149012,2025-03-06,19476.62,SIP,35-44,50L+,Tier 1,Uttar Pradesh
7544,4764,121098,2025-08-17,666425.43,Lumpsum,65+,20L-50L,Tier 2,Rajasthan
7545,1063,131234,2024-03-27,40872.77,SIP,65+,< 5L,Tier 3,Karnataka
7546,1914,146783,2023-09-25,459039.58,Redemption,35-44,5L-10L,Tier 1,Telangana
7547,383,134567,2022-09-20,619189.05,Lumpsum,55-64,10L-20L,Tier 3,Haryana
7548,1446,144321,2023-04-10,3652.88,SIP,65+,20L-50L,Tier 1,Rajasthan
7549,1232,121098,2024-10-22,54317.79,Redemption,35-44,< 5L,Tier 1,Uttar Pradesh
7550,4635,119418,2025-04-18,7524.87,SIP,55-64,10L-20L,Tier 2,West Bengal
7551,2321,147839,2024-04-22,339556.41,Redemption,65+,5L-10L,Tier 3,Uttar Pradesh
7552,1844,134567,2026-01-28,495246.68,Redemption,55-64,10L-20L,Tier 3,West Bengal
7553,2538,136789,2022-04-22,34535.19,SIP,18-24,20L-50L,Tier 1,West Bengal
7554,70,115678,2023-01-16,28034.87,SIP,35-44,5L-10L,Tier 1,Haryana
7555,2143,118765,2024-12-05,280744.74,Lumpsum,18-24,< 5L,Tier 2,Delhi
7556,2622,118834,2025-03-07,703095.39,Lumpsum,18-24,20L-50L,Tier 2,West Bengal
7557,2510,145672,2022-02-25,27393.2,SIP,45-54,10L-20L,Tier 2,Gujarat
7558,1653,151234,2022-03-31,237456.5,Lumpsum,25-34,< 5L,Tier 3,Tamil Nadu
7559,4906,123456,2022-11-19,376910.67,Redemption,55-64,10L-20L,Tier 2,Haryana
7560,4047,151234,2023-02-20,85357.38,Redemption,18-24,50L+,Tier 1,West Bengal
7561,4238,145672,2024-07-24,36521.58,SIP,35-44,50L+,Tier 3,Rajasthan
7562,3158,119418,2026-05-23,162483.12,Redemption,65+,< 5L,Tier 1,Haryana
7563,858,138291,2022-11-14,124139.4,Lumpsum,18-24,5L-10L,Tier 3,Gujarat
7564,3887,134567,2026-03-04,49516.17,SIP,25-34,50L+,Tier 3,Tamil Nadu
7565,736,138291,2026-02-05,664302.3,Lumpsum,35-44,5L-10L,Tier 3,West Bengal
7566,2162,140987,2023-03-24,457003.59,Redemption,65+,20L-50L,Tier 1,Madhya Pradesh
7567,713,118765,2024-08-06,34635.25,SIP,25-34,20L-50L,Tier 2,Tamil Nadu
7568,747,152167,2023-07-26,19656.01,SIP,18-24,10L-20L,Tier 1,Haryana
7569,836,144321,2025-05-21,10758.1,SIP,18-24,5L-10L,Tier 1,Karnataka
7570,654,143256,2022-06-30,36287.21,SIP,65+,20L-50L,Tier 2,Uttar Pradesh
7571,2250,147839,2023-02-23,371602.98,Redemption,45-54,10L-20L,Tier 1,Gujarat
7572,2890,136789,2025-12-02,30051.46,SIP,55-64,5L-10L,Tier 2,Maharashtra
7573,890,146783,2025-09-08,67054.27,Redemption,25-34,10L-20L,Tier 1,Uttar Pradesh
7574,4435,141234,2023-04-06,35402.25,SIP,25-34,20L-50L,Tier 3,Delhi
7575,4019,124567,2025-08-30,9661.72,SIP,65+,10L-20L,Tier 2,Rajasthan
7576,2792,115678,2022-11-01,44998.85,SIP,55-64,50L+,Tier 3,Maharashtra
7577,964,148540,2023-06-11,231129.57,Redemption,65+,50L+,Tier 1,Tamil Nadu
7578,3781,152167,2026-02-07,451169.49,Redemption,45-54,10L-20L,Tier 3,Haryana
7579,621,138543,2023-11-03,486313.09,Lumpsum,35-44,50L+,Tier 3,West Bengal
7580,3109,142517,2022-01-20,23072.45,SIP,55-64,10L-20L,Tier 1,Maharashtra
7581,3777,137654,2025-05-25,15831.37,SIP,65+,< 5L,Tier 1,West Bengal
7582,3675,148540,2025-05-04,45333.24,SIP,65+,50L+,Tier 3,Maharashtra
7583,3052,125497,2024-08-24,29947.82,SIP,45-54,10L-20L,Tier 1,Haryana
7584,92,138543,2025-12-02,20157.0,SIP,45-54,10L-20L,Tier 1,Telangana
7585,4223,145672,2025-10-22,178892.4,Lumpsum,25-34,5L-10L,Tier 1,Uttar Pradesh
7586,4945,125497,2025-11-10,9863.42,SIP,45-54,20L-50L,Tier 1,Delhi
7587,3857,122639,2024-01-20,160051.24,Redemption,45-54,5L-10L,Tier 1,Haryana
7588,4264,128472,2023-01-16,7088.24,SIP,25-34,5L-10L,Tier 1,Uttar Pradesh
7589,3152,146783,2024-06-05,29174.98,SIP,35-44,< 5L,Tier 3,Uttar Pradesh
7590,1156,132198,2023-04-06,70389.06,Redemption,35-44,< 5L,Tier 1,Kerala
7591,1861,134567,2025-11-12,38294.79,SIP,35-44,50L+,Tier 3,Kerala
7592,4863,152167,2024-04-18,16822.34,SIP,45-54,50L+,Tier 3,Telangana
7593,2781,142517,2022-11-22,241567.39,Redemption,45-54,< 5L,Tier 1,Maharashtra
7594,67,138543,2024-04-07,188016.14,Redemption,55-64,< 5L,Tier 2,Haryana
7595,2597,151234,2023-04-04,42564.12,SIP,45-54,50L+,Tier 2,West Bengal
7596,2577,148540,2024-12-16,1536.42,SIP,25-34,10L-20L,Tier 1,Kerala
7597,2732,140987,2026-01-15,10375.08,Redemption,65+,< 5L,Tier 1,Tamil Nadu
7598,3815,118834,2023-02-15,23468.16,SIP,35-44,20L-50L,Tier 2,Madhya Pradesh
7599,2897,137654,2025-05-08,290647.95,Lumpsum,18-24,20L-50L,Tier 3,Haryana
7600,2688,123456,2022-10-11,30155.21,SIP,25-34,50L+,Tier 1,West Bengal
7601,2524,137654,2025-11-19,1231.89,SIP,18-24,10L-20L,Tier 3,Rajasthan
7602,1945,129876,2025-08-02,762748.49,Lumpsum,45-54,10L-20L,Tier 1,Rajasthan
7603,2932,138543,2023-03-25,314666.66,Redemption,35-44,10L-20L,Tier 2,Uttar Pradesh
7604,2783,118765,2022-02-10,161638.03,Redemption,18-24,5L-10L,Tier 1,Telangana
7605,2619,140987,2024-01-19,389388.84,Redemption,65+,10L-20L,Tier 3,Rajasthan
7606,4289,151234,2025-01-28,265611.77,Redemption,65+,< 5L,Tier 2,Telangana
7607,4077,139847,2022-12-29,227549.5,Redemption,25-34,10L-20L,Tier 2,Telangana
7608,3953,146783,2023-02-17,8571.64,SIP,45-54,< 5L,Tier 2,Karnataka
7609,1425,143256,2025-03-28,451851.04,Lumpsum,65+,10L-20L,Tier 2,Karnataka
7610,967,147210,2024-09-11,179158.12,Redemption,18-24,50L+,Tier 3,Kerala
7611,2090,119418,2024-06-10,442299.88,Redemption,35-44,< 5L,Tier 3,Madhya Pradesh
7612,1744,128472,2022-07-21,45091.57,SIP,18-24,50L+,Tier 1,Uttar Pradesh
7613,4700,118834,2022-01-03,55702.84,Lumpsum,45-54,< 5L,Tier 3,Delhi
7614,2423,134567,2025-02-07,346085.51,Redemption,45-54,50L+,Tier 1,Haryana
7615,399,116543,2024-10-17,168442.9,Redemption,45-54,< 5L,Tier 2,Tamil Nadu
7616,954,119418,2022-02-05,243028.95,Lumpsum,25-34,5L-10L,Tier 1,Kerala
7617,4410,132198,2025-01-14,50934.65,Redemption,65+,5L-10L,Tier 1,West Bengal
7618,2134,149012,2025-06-27,11692.47,SIP,25-34,10L-20L,Tier 1,Delhi
7619,564,125497,2025-04-14,842698.55,Lumpsum,65+,5L-10L,Tier 1,Delhi
7620,3056,147839,2026-05-01,10739.49,SIP,45-54,10L-20L,Tier 3,Telangana
7621,3403,134567,2025-07-24,35759.28,SIP,45-54,20L-50L,Tier 1,Gujarat
7622,1541,116543,2024-02-21,35018.71,SIP,35-44,< 5L,Tier 2,Kerala
7623,994,147839,2024-12-17,19708.38,SIP,18-24,5L-10L,Tier 3,Uttar Pradesh
7624,4279,136789,2023-02-12,44784.76,SIP,18-24,5L-10L,Tier 1,Haryana
7625,4780,125497,2025-12-15,10963.89,SIP,18-24,50L+,Tier 3,Haryana
7626,1196,147839,2023-02-27,35380.11,SIP,55-64,20L-50L,Tier 2,Gujarat
7627,1179,122639,2023-04-01,367841.38,Redemption,25-34,< 5L,Tier 3,Haryana
7628,4425,131234,2025-02-09,11002.64,SIP,55-64,< 5L,Tier 3,Delhi
7629,2470,129876,2026-04-28,25838.0,SIP,18-24,< 5L,Tier 3,Karnataka
7630,4376,138543,2023-12-06,594135.1,Lumpsum,25-34,20L-50L,Tier 2,Karnataka
7631,4983,121098,2025-10-26,29703.45,Lumpsum,55-64,20L-50L,Tier 2,Madhya Pradesh
7632,4707,136789,2025-12-02,5638.93,SIP,18-24,< 5L,Tier 3,Gujarat
7633,2598,128472,2023-01-12,1956.33,SIP,45-54,50L+,Tier 2,Kerala
7634,809,154321,2022-03-15,263657.24,Redemption,18-24,5L-10L,Tier 2,Maharashtra
7635,2900,143256,2023-09-20,13462.46,SIP,65+,5L-10L,Tier 2,Karnataka
7636,1471,122639,2025-01-27,376291.19,Lumpsum,65+,10L-20L,Tier 1,Gujarat
7637,3892,119418,2024-06-11,14218.31,SIP,18-24,< 5L,Tier 2,Madhya Pradesh
7638,3443,133322,2022-02-03,35828.22,SIP,35-44,10L-20L,Tier 1,Madhya Pradesh
7639,4735,118834,2025-05-12,5939.37,SIP,35-44,20L-50L,Tier 3,Rajasthan
7640,2101,138543,2026-03-18,566964.7,Lumpsum,25-34,5L-10L,Tier 2,Gujarat
7641,4929,142517,2025-02-19,4420.94,SIP,18-24,< 5L,Tier 3,Maharashtra
7642,1592,143256,2022-03-04,39194.56,SIP,35-44,20L-50L,Tier 3,Gujarat
7643,1035,121098,2026-03-12,570189.64,Lumpsum,25-34,5L-10L,Tier 1,Delhi
7644,1249,139847,2022-10-25,950344.38,Lumpsum,45-54,20L-50L,Tier 1,Madhya Pradesh
7645,1569,131234,2022-05-03,42579.72,SIP,25-34,10L-20L,Tier 2,Tamil Nadu
7646,3765,153456,2022-04-14,39855.56,SIP,65+,10L-20L,Tier 1,Madhya Pradesh
7647,3634,154321,2025-09-05,48435.42,SIP,65+,20L-50L,Tier 1,Delhi
7648,3086,120987,2026-05-05,934277.93,Lumpsum,45-54,< 5L,Tier 2,Madhya Pradesh
7649,3574,118834,2022-08-09,49665.31,SIP,55-64,5L-10L,Tier 3,Tamil Nadu
7650,3499,120987,2023-07-09,33315.13,SIP,45-54,10L-20L,Tier 3,Tamil Nadu
7651,325,148540,2024-11-18,147599.49,Lumpsum,55-64,< 5L,Tier 1,Rajasthan
7652,4694,131234,2025-11-04,188197.16,Lumpsum,35-44,5L-10L,Tier 2,Madhya Pradesh
7653,134,152167,2026-05-25,857177.96,Lumpsum,55-64,50L+,Tier 1,Telangana
7654,4813,123456,2022-08-04,4781.95,SIP,65+,< 5L,Tier 1,Telangana
7655,1432,134567,2026-03-01,39591.55,SIP,55-64,5L-10L,Tier 2,Karnataka
7656,2645,122639,2022-07-15,6619.28,SIP,18-24,10L-20L,Tier 2,Kerala
7657,1814,148540,2025-02-19,12152.99,SIP,55-64,< 5L,Tier 3,Maharashtra
7658,4431,125497,2023-07-13,7734.98,SIP,35-44,20L-50L,Tier 2,Uttar Pradesh
7659,3140,134567,2023-08-18,323914.48,Redemption,18-24,50L+,Tier 3,Delhi
7660,998,139847,2024-04-14,302521.57,Lumpsum,45-54,50L+,Tier 1,Telangana
7661,4235,124567,2023-01-19,22203.2,SIP,25-34,50L+,Tier 2,West Bengal
7662,4604,123456,2023-12-18,109142.1,Lumpsum,25-34,10L-20L,Tier 1,Madhya Pradesh
7663,2021,122639,2026-03-24,16882.27,SIP,55-64,5L-10L,Tier 1,Telangana
7664,1732,146783,2025-10-07,580.01,SIP,18-24,10L-20L,Tier 3,Rajasthan
7665,4025,116543,2022-11-19,185634.39,Lumpsum,65+,10L-20L,Tier 1,Karnataka
7666,2696,136789,2024-02-03,48382.23,SIP,65+,5L-10L,Tier 1,Telangana
7667,153,124567,2022-10-13,582061.63,Lumpsum,35-44,50L+,Tier 3,Madhya Pradesh
7668,2049,125497,2022-08-17,883016.21,Lumpsum,25-34,< 5L,Tier 3,Uttar Pradesh
7669,1423,147839,2022-07-17,1946.25,SIP,25-34,20L-50L,Tier 2,Tamil Nadu
7670,1993,125497,2026-01-10,294669.17,Redemption,45-54,50L+,Tier 3,Rajasthan
7671,783,128472,2022-02-04,50477.83,Redemption,55-64,< 5L,Tier 1,Tamil Nadu
7672,224,131234,2022-03-23,37642.87,SIP,65+,< 5L,Tier 1,West Bengal
7673,537,149012,2024-12-31,34781.54,SIP,18-24,5L-10L,Tier 2,Tamil Nadu
7674,1111,136789,2026-03-06,29195.49,SIP,65+,50L+,Tier 2,Telangana
7675,975,144321,2025-04-06,48723.47,SIP,45-54,50L+,Tier 2,Maharashtra
7676,1963,141234,2023-03-10,17872.67,SIP,65+,< 5L,Tier 1,Telangana
7677,4679,138543,2025-03-15,261772.61,Redemption,55-64,20L-50L,Tier 2,Kerala
7678,4436,152167,2023-09-19,11848.28,SIP,55-64,50L+,Tier 2,Kerala
7679,3129,149012,2026-01-12,10658.73,SIP,35-44,10L-20L,Tier 3,Rajasthan
7680,1657,132198,2023-04-03,27023.95,SIP,18-24,5L-10L,Tier 2,Haryana
7681,1251,149012,2022-05-24,19153.85,SIP,25-34,10L-20L,Tier 3,West Bengal
7682,2153,136789,2024-11-25,211151.55,Redemption,55-64,50L+,Tier 1,Maharashtra
7683,4021,138543,2023-06-03,912787.98,Lumpsum,18-24,10L-20L,Tier 1,Telangana
7684,3373,137654,2023-01-02,811657.98,Lumpsum,18-24,20L-50L,Tier 3,Uttar Pradesh
7685,4707,144321,2025-03-24,489351.68,Lumpsum,18-24,< 5L,Tier 3,Gujarat
7686,421,133322,2026-05-15,301586.5,Lumpsum,65+,10L-20L,Tier 1,Karnataka
7687,4751,147210,2024-07-31,40193.61,SIP,55-64,10L-20L,Tier 1,Delhi
7688,2014,125497,2023-09-04,548179.1,Lumpsum,35-44,10L-20L,Tier 2,Haryana
7689,4973,148540,2022-07-06,9676.25,SIP,25-34,< 5L,Tier 3,Haryana
7690,996,147210,2023-07-16,32430.36,SIP,25-34,5L-10L,Tier 3,West Bengal
7691,1510,118765,2025-06-21,20610.75,SIP,45-54,5L-10L,Tier 1,Madhya Pradesh
7692,1819,128472,2022-02-07,504.62,SIP,45-54,10L-20L,Tier 1,Madhya Pradesh
7693,4597,118834,2025-02-26,457054.08,Lumpsum,18-24,< 5L,Tier 1,Maharashtra
7694,934,138543,2025-09-21,33972.22,SIP,18-24,50L+,Tier 3,Delhi
7695,4141,147839,2024-08-13,47475.95,SIP,25-34,50L+,Tier 1,Gujarat
7696,3753,137654,2022-10-15,233531.74,Lumpsum,45-54,20L-50L,Tier 3,Uttar Pradesh
7697,1809,153456,2025-10-19,26205.56,SIP,45-54,< 5L,Tier 2,Rajasthan
7698,3221,128472,2024-01-06,10142.68,SIP,25-34,5L-10L,Tier 2,Madhya Pradesh
7699,3532,128472,2023-04-04,200180.34,Lumpsum,55-64,50L+,Tier 1,Madhya Pradesh
7700,2804,144321,2022-11-06,21193.47,SIP,65+,5L-10L,Tier 3,Karnataka
7701,3205,127890,2022-05-12,476308.03,Redemption,45-54,10L-20L,Tier 3,Madhya Pradesh
7702,1205,125497,2024-05-05,24198.23,Redemption,25-34,50L+,Tier 2,Haryana
7703,2110,118834,2022-02-09,31546.37,SIP,55-64,< 5L,Tier 1,Karnataka
7704,706,124567,2022-10-31,41308.38,Redemption,45-54,20L-50L,Tier 3,Kerala
7705,2744,127890,2022-10-20,23648.13,SIP,45-54,20L-50L,Tier 1,Maharashtra
7706,2376,140987,2025-07-10,27469.18,SIP,25-34,5L-10L,Tier 2,Uttar Pradesh
7707,162,133322,2024-09-13,682455.26,Lumpsum,55-64,5L-10L,Tier 3,Rajasthan
7708,3184,131234,2022-02-28,31491.7,SIP,55-64,20L-50L,Tier 2,Haryana
7709,4398,123456,2024-07-20,534970.05,Lumpsum,35-44,20L-50L,Tier 3,Karnataka
7710,2905,151234,2022-10-01,26656.51,SIP,18-24,10L-20L,Tier 2,Gujarat
7711,1990,151234,2024-02-11,995460.83,Lumpsum,18-24,20L-50L,Tier 1,Karnataka
7712,1192,153456,2023-05-01,46689.83,SIP,25-34,< 5L,Tier 3,Madhya Pradesh
7713,1449,138543,2026-02-14,20584.46,SIP,65+,10L-20L,Tier 2,West Bengal
7714,2742,140987,2023-03-08,949710.08,Lumpsum,45-54,20L-50L,Tier 3,Karnataka
7715,4938,142517,2022-02-06,212495.44,Redemption,18-24,< 5L,Tier 3,Kerala
7716,2104,140987,2023-03-19,32801.9,SIP,65+,50L+,Tier 3,Karnataka
7717,4180,147210,2023-04-22,99446.5,Redemption,18-24,5L-10L,Tier 1,Kerala
7718,105,115678,2025-05-30,645604.32,Lumpsum,55-64,< 5L,Tier 3,Haryana
7719,2345,136789,2025-07-12,38104.59,SIP,45-54,< 5L,Tier 1,Kerala
7720,4694,132198,2023-04-30,449633.61,Redemption,35-44,5L-10L,Tier 2,Madhya Pradesh
7721,632,119418,2025-12-01,123272.49,Redemption,18-24,5L-10L,Tier 3,Delhi
7722,3136,142517,2023-07-21,78174.41,Redemption,55-64,< 5L,Tier 1,Uttar Pradesh
7723,4372,147839,2023-02-02,14898.98,SIP,25-34,20L-50L,Tier 1,Karnataka
7724,4610,121098,2025-09-25,217445.64,Redemption,25-34,20L-50L,Tier 3,Maharashtra
7725,4890,116543,2023-05-13,39257.82,Lumpsum,18-24,5L-10L,Tier 3,Madhya Pradesh
7726,4540,138291,2023-09-13,340269.07,Redemption,18-24,20L-50L,Tier 3,Kerala
7727,706,142517,2025-12-15,20134.52,SIP,45-54,20L-50L,Tier 3,Kerala
7728,4235,115678,2025-02-09,31595.9,SIP,25-34,50L+,Tier 2,West Bengal
7729,2215,132198,2022-02-28,562963.44,Lumpsum,18-24,< 5L,Tier 3,Haryana
7730,772,118834,2023-02-17,69039.64,Lumpsum,25-34,20L-50L,Tier 2,Rajasthan
7731,853,138291,2024-04-02,17156.62,SIP,25-34,50L+,Tier 1,West Bengal
7732,4650,144321,2026-05-26,4054.5,SIP,35-44,50L+,Tier 2,Delhi
7733,2357,136789,2022-05-11,20678.07,SIP,45-54,20L-50L,Tier 1,Gujarat
7734,1902,115678,2022-08-21,445404.51,Redemption,25-34,10L-20L,Tier 3,Madhya Pradesh
7735,2374,149012,2024-08-27,1084.8,SIP,25-34,20L-50L,Tier 3,Delhi
7736,1600,119418,2023-03-07,292473.95,Lumpsum,55-64,50L+,Tier 3,Maharashtra
7737,2064,154321,2026-05-12,301932.19,Redemption,65+,< 5L,Tier 3,Uttar Pradesh
7738,1895,118834,2023-09-14,32859.78,SIP,18-24,5L-10L,Tier 3,Telangana
7739,1680,118834,2023-01-03,21116.9,SIP,45-54,50L+,Tier 1,Gujarat
7740,3085,138543,2025-01-29,184097.62,Redemption,45-54,< 5L,Tier 2,Gujarat
7741,2862,129876,2024-01-11,33252.6,SIP,35-44,10L-20L,Tier 1,Telangana
7742,791,143256,2023-04-23,517903.37,Lumpsum,35-44,20L-50L,Tier 2,Karnataka
7743,4265,138543,2023-02-24,36835.86,SIP,65+,< 5L,Tier 3,Gujarat
7744,62,135773,2025-12-29,177262.57,Redemption,18-24,5L-10L,Tier 2,Delhi
7745,2170,145672,2024-09-29,897222.44,Lumpsum,65+,50L+,Tier 1,Rajasthan
7746,3573,127890,2025-05-23,25683.49,SIP,55-64,50L+,Tier 2,Uttar Pradesh
