scheme_code,fund_name,sector,stock_name,holding_weight_pct,market_cap_category
118765,SBI Corporate Bond Fund Direct Growth,Energy,Power Grid,2.61,Mid Cap
118765,SBI Corporate Bond Fund Direct Growth,Real Estate,Prestige Estates,16.02,Mid Cap
118765,SBI Corporate Bond Fund Direct Growth,FMCG,Dabur,5.41,Large Cap
118765,SBI Corporate Bond Fund Direct Growth,Banking,ICICI Bank,13.66,Small Cap
118765,SBI Corporate Bond Fund Direct Growth,Chemicals,Pidilite,15.0,Large Cap
140987,HDFC Corporate Bond Fund Direct Growth,Infrastructure,KNR Constructions,8.79,Large Cap
140987,HDFC Corporate Bond Fund Direct Growth,FMCG,ITC,13.1,Small Cap
140987,HDFC Corporate Bond Fund Direct Growth,Chemicals,Aarti Industries,22.75,Mid Cap
140987,HDFC Corporate Bond Fund Direct Growth,Energy,Reliance Industries,23.66,Small Cap
140987,HDFC Corporate Bond Fund Direct Growth,Metals,SAIL,31.7,Large Cap
123456,ICICI Pru Corporate Bond Fund Direct Growth,Telecom,Tata Comm,13.28,Large Cap
123456,ICICI Pru Corporate Bond Fund Direct Growth,Power,NTPC,6.34,Large Cap
123456,ICICI Pru Corporate Bond Fund Direct Growth,Healthcare,Max Healthcare,5.84,Mid Cap
123456,ICICI Pru Corporate Bond Fund Direct Growth,Consumer Durables,Bajaj Electricals,6.5,Large Cap
123456,ICICI Pru Corporate Bond Fund Direct Growth,Metals,Tata Steel,11.09,Small Cap
123456,ICICI Pru Corporate Bond Fund Direct Growth,Insurance,Birla Sun Life,9.99,Large Cap
123456,ICICI Pru Corporate Bond Fund Direct Growth,Real Estate,Oberoi Realty,26.48,Mid Cap
123456,ICICI Pru Corporate Bond Fund Direct Growth,Infrastructure,Adani Ports,20.49,Small Cap
138543,SBI Balanced Advantage Fund Direct Growth,Auto,Bajaj Auto,18.78,Large Cap
138543,SBI Balanced Advantage Fund Direct Growth,Infrastructure,Adani Ports,18.78,Small Cap
138543,SBI Balanced Advantage Fund Direct Growth,Telecom,Tata Comm,5.03,Mid Cap
138543,SBI Balanced Advantage Fund Direct Growth,Real Estate,Godrej Properties,3.37,Small Cap
138543,SBI Balanced Advantage Fund Direct Growth,FMCG,Britannia,1.4,Large Cap
138543,SBI Balanced Advantage Fund Direct Growth,Insurance,Birla Sun Life,10.5,Small Cap
138543,SBI Balanced Advantage Fund Direct Growth,Power,JSW Energy,0.89,Mid Cap
138543,SBI Balanced Advantage Fund Direct Growth,Chemicals,SRF,17.69,Mid Cap
138543,SBI Balanced Advantage Fund Direct Growth,Energy,Power Grid,4.84,Mid Cap
138543,SBI Balanced Advantage Fund Direct Growth,Banking,Axis Bank,8.63,Small Cap
138543,SBI Balanced Advantage Fund Direct Growth,Pharma,Dr Reddy's,10.1,Small Cap
147210,HDFC Balanced Advantage Fund Direct Growth,Pharma,Cipla,15.42,Large Cap
147210,HDFC Balanced Advantage Fund Direct Growth,Power,NTPC,4.52,Mid Cap
147210,HDFC Balanced Advantage Fund Direct Growth,Chemicals,Aarti Industries,12.81,Mid Cap
147210,HDFC Balanced Advantage Fund Direct Growth,Infrastructure,Adani Ports,14.88,Small Cap
147210,HDFC Balanced Advantage Fund Direct Growth,FMCG,Britannia,3.71,Large Cap
147210,HDFC Balanced Advantage Fund Direct Growth,IT,Infosys,6.24,Mid Cap
147210,HDFC Balanced Advantage Fund Direct Growth,Consumer Durables,Havells,15.43,Mid Cap
147210,HDFC Balanced Advantage Fund Direct Growth,Auto,Tata Motors,15.57,Mid Cap
147210,HDFC Balanced Advantage Fund Direct Growth,Metals,SAIL,5.32,Mid Cap
147210,HDFC Balanced Advantage Fund Direct Growth,Real Estate,Godrej Properties,6.09,Large Cap
129876,ICICI Pru Balanced Advantage Fund Direct Growth,IT,Wipro,5.76,Mid Cap
129876,ICICI Pru Balanced Advantage Fund Direct Growth,Infrastructure,IRB Infra,4.44,Mid Cap
129876,ICICI Pru Balanced Advantage Fund Direct Growth,Insurance,SBI Life,4.01,Small Cap
129876,ICICI Pru Balanced Advantage Fund Direct Growth,Healthcare,Max Healthcare,7.5,Large Cap
129876,ICICI Pru Balanced Advantage Fund Direct Growth,Pharma,Cipla,0.15,Large Cap
129876,ICICI Pru Balanced Advantage Fund Direct Growth,Auto,Maruti Suzuki,8.03,Large Cap
129876,ICICI Pru Balanced Advantage Fund Direct Growth,Power,Adani Green,6.76,Mid Cap
129876,ICICI Pru Balanced Advantage Fund Direct Growth,FMCG,Nestle India,8.17,Mid Cap
129876,ICICI Pru Balanced Advantage Fund Direct Growth,Telecom,Bharti Airtel,10.58,Small Cap
129876,ICICI Pru Balanced Advantage Fund Direct Growth,Banking,SBI,10.32,Large Cap
129876,ICICI Pru Balanced Advantage Fund Direct Growth,Energy,ONGC,6.27,Large Cap
129876,ICICI Pru Balanced Advantage Fund Direct Growth,Consumer Durables,Bajaj Electricals,9.43,Mid Cap
129876,ICICI Pru Balanced Advantage Fund Direct Growth,Chemicals,UPL,5.36,Small Cap
129876,ICICI Pru Balanced Advantage Fund Direct Growth,Metals,Vedanta,6.71,Mid Cap
129876,ICICI Pru Balanced Advantage Fund Direct Growth,Real Estate,Sobha,6.52,Mid Cap
153456,SBI Technology Opportunities Fund Direct Growth,Metals,SAIL,13.42,Large Cap
153456,SBI Technology Opportunities Fund Direct Growth,FMCG,HUL,15.32,Large Cap
153456,SBI Technology Opportunities Fund Direct Growth,Banking,ICICI Bank,15.69,Large Cap
153456,SBI Technology Opportunities Fund Direct Growth,Telecom,Railtel,0.32,Small Cap
153456,SBI Technology Opportunities Fund Direct Growth,Insurance,ICICI Prudential Life,8.64,Small Cap
153456,SBI Technology Opportunities Fund Direct Growth,Pharma,Dr Reddy's,20.13,Large Cap
153456,SBI Technology Opportunities Fund Direct Growth,Infrastructure,Siemens,26.48,Mid Cap
131234,SBI Healthcare Opportunities Fund Direct Growth,Telecom,Vodafone Idea,17.59,Large Cap
131234,SBI Healthcare Opportunities Fund Direct Growth,FMCG,ITC,10.92,Large Cap
131234,SBI Healthcare Opportunities Fund Direct Growth,Energy,Reliance Industries,10.3,Small Cap
131234,SBI Healthcare Opportunities Fund Direct Growth,Healthcare,Apollo Hospitals,3.59,Small Cap
131234,SBI Healthcare Opportunities Fund Direct Growth,Pharma,Cipla,16.16,Small Cap
131234,SBI Healthcare Opportunities Fund Direct Growth,Power,NTPC,4.03,Large Cap
131234,SBI Healthcare Opportunities Fund Direct Growth,Insurance,HDFC Life,15.55,Small Cap
131234,SBI Healthcare Opportunities Fund Direct Growth,Metals,JSW Steel,8.32,Large Cap
131234,SBI Healthcare Opportunities Fund Direct Growth,Real Estate,Sobha,13.54,Small Cap
154321,Nippon India Gold Savings Fund Direct Growth,Power,Tata Power,7.0,Mid Cap
154321,Nippon India Gold Savings Fund Direct Growth,Chemicals,Atul Ltd,9.86,Large Cap
154321,Nippon India Gold Savings Fund Direct Growth,Pharma,Dr Reddy's,1.18,Small Cap
154321,Nippon India Gold Savings Fund Direct Growth,Metals,SAIL,14.16,Mid Cap
154321,Nippon India Gold Savings Fund Direct Growth,FMCG,HUL,15.52,Large Cap
154321,Nippon India Gold Savings Fund Direct Growth,Healthcare,Fortis,0.97,Mid Cap
154321,Nippon India Gold Savings Fund Direct Growth,Consumer Durables,Voltas,14.47,Small Cap
154321,Nippon India Gold Savings Fund Direct Growth,Insurance,SBI Life,10.17,Mid Cap
154321,Nippon India Gold Savings Fund Direct Growth,Real Estate,Prestige Estates,7.02,Mid Cap
154321,Nippon India Gold Savings Fund Direct Growth,Auto,Hero MotoCorp,14.59,Small Cap
154321,Nippon India Gold Savings Fund Direct Growth,Banking,ICICI Bank,5.07,Mid Cap
