investor_id,age_group,gender,city_tier,annual_income_lakh,total_invested,num_transactions,avg_sip_amount
INV001147,36-45,Female,B30,14.6,1739844,5,347968.8
INV001148,56+,Male,T30,26.7,50180,3,16726.666666666668
INV001149,26-35,Female,T30,8.8,343832,4,85958.0
INV001150,26-35,Female,B30,19.5,478533,4,119633.25
INV001151,26-35,Male,B30,11.2,6205,3,2068.3333333333335
INV001152,56+,Male,B30,61.7,543987,6,90664.5
INV001153,26-35,Male,B30,16.3,55472,1,55472.0
INV001154,36-45,Female,T30,34.8,392576,5,78515.2
INV001155,26-35,Female,T30,16.7,728735,8,91091.875
INV001156,56+,Female,T30,58.8,1067246,10,106724.6
INV001157,36-45,Female,B30,23.0,1516231,12,126352.58333333333
INV001158,18-25,Male,B30,6.4,325117,5,65023.4
INV001159,46-55,Female,T30,29.4,504674,3,168224.66666666666
INV001160,36-45,Female,B30,13.8,363546,9,40394.0
INV001161,26-35,Male,B30,13.4,640986,8,80123.25
INV001162,46-55,Female,T30,90.5,456885,2,228442.5
INV001163,26-35,Male,B30,10.2,1588110,12,132342.5
INV001164,36-45,Male,T30,54.4,491364,4,122841.0
INV001165,46-55,Female,T30,48.5,592935,7,84705.0
INV001166,26-35,Male,T30,21.4,1094724,9,121636.0
INV001167,36-45,Male,B30,26.7,78024,6,13004.0
INV001168,46-55,Male,T30,50.9,796354,7,113764.85714285714
INV001169,36-45,Female,T30,12.5,562234,4,140558.5
INV001170,36-45,Male,B30,34.6,991974,9,110219.33333333333
INV001171,26-35,Female,T30,22.7,11772,4,2943.0
INV001172,26-35,Female,B30,7.1,825781,4,206445.25
INV001173,26-35,Female,T30,7.8,344360,7,49194.28571428572
INV001174,36-45,Male,B30,12.7,894260,9,99362.22222222222
INV001175,36-45,Male,T30,33.5,274311,7,39187.28571428572
INV001176,18-25,Male,T30,6.5,324837,3,108279.0
INV001177,26-35,Female,B30,12.5,2180,1,2180.0
INV001178,26-35,Female,T30,10.3,1246210,12,103850.83333333333
INV001179,26-35,Male,B30,18.7,89700,3,29900.0
INV001180,26-35,Male,T30,10.5,526455,8,65806.875
INV001181,26-35,Male,T30,21.0,134072,9,14896.888888888889
INV001182,26-35,Male,B30,9.1,1179501,6,196583.5
INV001183,46-55,Male,T30,79.9,28438,6,4739.666666666667
INV001184,26-35,Female,B30,15.4,1000,1,1000.0
INV001185,26-35,Female,B30,22.5,1393881,9,154875.66666666666
INV001186,26-35,Male,T30,19.8,1106321,8,138290.125
INV001187,26-35,Female,T30,24.3,4672,1,4672.0
INV001188,18-25,Male,T30,7.9,622693,3,207564.33333333334
INV001189,56+,Male,B30,70.1,504396,8,63049.5
INV001190,26-35,Male,T30,15.6,94585,7,13512.142857142857
INV001191,56+,Male,T30,37.5,482545,4,120636.25
INV001192,26-35,Male,T30,8.1,729193,6,121532.16666666667
INV001193,46-55,Female,T30,66.3,27526,4,6881.5
INV001194,18-25,Male,T30,7.7,340950,4,85237.5
INV001195,26-35,Male,T30,6.4,1079726,12,89977.16666666667
INV001196,26-35,Male,T30,21.4,61840,6,10306.666666666666
INV001197,36-45,Female,T30,29.6,1441251,9,160139.0
INV001198,26-35,Female,T30,20.4,1618856,11,147168.72727272726
INV001199,46-55,Male,T30,94.6,448046,3,149348.66666666666
INV001200,46-55,Male,T30,40.5,3813,2,1906.5
INV001201,56+,Female,T30,32.5,558,1,558.0
INV001202,26-35,Male,T30,11.3,440185,9,48909.444444444445
INV001203,18-25,Male,T30,5.0,14436,2,7218.0
INV001204,36-45,Male,T30,15.3,1241205,7,177315.0
INV001205,26-35,Male,B30,24.1,784040,3,261346.66666666666
INV001206,26-35,Male,T30,11.7,1227118,12,102259.83333333333
INV001207,18-25,Male,T30,5.9,444746,7,63535.142857142855
INV001208,56+,Male,T30,18.7,737828,10,73782.8
INV001209,46-55,Female,T30,45.8,537836,5,107567.2
INV001210,36-45,Male,B30,25.5,1159680,12,96640.0
INV001211,26-35,Male,T30,20.2,264378,3,88126.0
INV001212,36-45,Male,T30,40.3,753021,8,94127.625
INV001213,36-45,Male,B30,57.7,1460473,10,146047.3
INV001214,36-45,Male,T30,19.8,336702,4,84175.5
INV001215,36-45,Female,T30,39.3,524444,6,87407.33333333333
INV001216,18-25,Male,T30,3.4,378089,3,126029.66666666667
INV001217,26-35,Male,T30,21.5,565416,12,47118.0
INV001218,36-45,Male,B30,21.1,957312,9,106368.0
INV001219,26-35,Male,T30,18.4,1193669,11,108515.36363636363
INV001220,36-45,Male,T30,48.3,136527,9,15169.666666666666
INV001221,26-35,Female,T30,22.4,1294362,8,161795.25
INV001222,26-35,Female,T30,14.9,185250,6,30875.0
INV001223,56+,Male,B30,46.0,1509905,11,137264.0909090909
INV001224,18-25,Female,T30,6.8,504018,8,63002.25
INV001225,26-35,Male,B30,16.5,865663,9,96184.77777777778
INV001226,26-35,Female,T30,20.4,658856,3,219618.66666666666
INV001227,36-45,Male,B30,58.3,1680107,11,152737.0
INV001228,36-45,Female,T30,29.8,2057823,12,171485.25
INV001229,36-45,Male,T30,38.5,241524,3,80508.0
INV001230,46-55,Male,T30,96.9,73314,4,18328.5
INV001231,26-35,Male,T30,7.8,2826,1,2826.0
INV001232,46-55,Female,B30,29.8,1075943,6,179323.83333333334
INV001233,26-35,Male,T30,11.7,1150673,7,164381.85714285713
INV001234,26-35,Male,B30,24.4,1438153,12,119846.08333333333
INV001235,26-35,Male,B30,19.3,380606,11,34600.545454545456
INV001236,46-55,Male,T30,93.7,1160790,7,165827.14285714287
INV001237,26-35,Male,T30,19.1,260077,7,37153.857142857145
INV001238,26-35,Male,T30,17.9,1448829,12,120735.75
INV001239,36-45,Male,B30,43.5,2731,1,2731.0
INV001240,18-25,Male,T30,7.6,334700,2,167350.0
INV001241,36-45,Female,T30,18.3,210033,6,35005.5
INV001242,36-45,Male,T30,57.8,924637,10,92463.7
INV001243,36-45,Male,B30,14.1,25235,1,25235.0
INV001244,26-35,Male,B30,20.0,233306,6,38884.333333333336
INV001245,46-55,Female,B30,44.0,1205678,5,241135.6
INV001246,46-55,Male,T30,51.2,1149271,6,191545.16666666666
INV001247,36-45,Male,T30,48.1,510373,7,72910.42857142857
INV001248,56+,Male,T30,76.3,40902,1,40902.0
INV001249,26-35,Female,T30,16.4,366051,6,61008.5
INV001250,26-35,Male,B30,25.0,1382160,6,230360.0
INV001251,26-35,Female,T30,11.7,941320,9,104591.11111111111
INV001252,26-35,Male,T30,16.0,53866,1,53866.0
INV001253,46-55,Female,B30,41.7,493973,1,493973.0
INV001254,26-35,Male,T30,20.5,991356,5,198271.2
INV001255,26-35,Male,B30,14.3,607995,6,101332.5
INV001256,18-25,Male,T30,7.0,183984,4,45996.0
INV001257,26-35,Female,T30,6.3,1348149,10,134814.9
INV001258,36-45,Male,B30,42.4,16526,2,8263.0
INV001259,26-35,Female,T30,10.6,1768330,12,147360.83333333334
INV001260,26-35,Male,T30,23.4,588549,7,84078.42857142857
INV001261,46-55,Male,T30,50.0,1041091,7,148727.2857142857
INV001262,26-35,Male,T30,14.0,452322,8,56540.25
INV001263,36-45,Male,T30,54.6,527595,3,175865.0
INV001264,26-35,Female,T30,12.0,907868,8,113483.5
INV001265,26-35,Male,B30,20.3,674769,7,96395.57142857143
INV001266,46-55,Male,T30,74.2,543966,2,271983.0
INV001267,46-55,Female,B30,26.8,11428,2,5714.0
INV001268,46-55,Male,T30,75.1,27614,1,27614.0
INV001269,26-35,Male,T30,14.4,1775128,10,177512.8
INV001270,26-35,Female,T30,23.3,416407,3,138802.33333333334
INV001271,36-45,Male,T30,52.4,17025,4,4256.25
INV001272,18-25,Male,T30,5.3,636978,2,318489.0
INV001273,36-45,Male,T30,18.7,465895,5,93179.0
INV001274,36-45,Female,T30,55.7,1095622,12,91301.83333333333
INV001275,36-45,Female,T30,37.4,860203,12,71683.58333333333
INV001276,56+,Male,T30,46.2,233524,4,58381.0
INV001277,18-25,Male,T30,7.0,26831,2,13415.5
INV001278,36-45,Female,B30,16.0,531788,1,531788.0
INV001279,46-55,Male,T30,76.7,101615,5,20323.0
INV001280,18-25,Male,T30,4.7,1606014,6,267669.0
INV001281,18-25,Male,T30,7.9,474513,6,79085.5
INV001282,18-25,Female,T30,5.2,558050,8,69756.25
INV001283,18-25,Male,T30,4.6,33527,1,33527.0
INV001284,36-45,Male,T30,49.0,2165725,11,196884.0909090909
INV001285,18-25,Female,T30,4.3,82141,2,41070.5
INV001286,36-45,Male,T30,44.6,61766,3,20588.666666666668
INV001287,36-45,Female,T30,19.1,554160,9,61573.333333333336
INV001288,26-35,Male,T30,21.8,526576,8,65822.0
INV001289,36-45,Male,T30,31.3,70123,3,23374.333333333332
INV001290,36-45,Female,T30,26.4,5446,2,2723.0
INV001291,46-55,Male,T30,89.1,349638,7,49948.28571428572
INV001292,46-55,Male,T30,22.9,15584,2,7792.0
INV001293,36-45,Male,T30,43.6,416560,1,416560.0
INV001294,56+,Female,T30,14.3,8375,1,8375.0
INV001295,36-45,Male,T30,30.8,96957,10,9695.7
INV001296,26-35,Male,T30,15.0,101296,2,50648.0
INV001297,36-45,Male,T30,58.0,11668,2,5834.0
INV001298,26-35,Female,T30,24.4,1031434,11,93766.72727272728
INV001299,26-35,Male,B30,19.9,1052497,12,87708.08333333333
INV001300,36-45,Female,B30,53.8,1109365,7,158480.7142857143
INV001301,26-35,Male,T30,19.1,862092,4,215523.0
INV001302,18-25,Male,T30,5.3,548,1,548.0
INV001303,56+,Male,T30,52.6,638624,2,319312.0
INV001304,26-35,Male,T30,21.8,899956,12,74996.33333333333
INV001305,26-35,Female,T30,15.7,14153,2,7076.5
INV001306,18-25,Female,T30,4.1,44975,2,22487.5
INV001307,56+,Male,T30,18.2,585556,3,195185.33333333334
INV001308,36-45,Male,T30,19.3,883015,12,73584.58333333333
INV001309,36-45,Male,T30,22.9,10544,1,10544.0
INV001310,46-55,Male,T30,83.6,165265,8,20658.125
INV001311,26-35,Male,T30,20.9,96628,4,24157.0
INV001312,26-35,Male,T30,6.9,990125,11,90011.36363636363
INV001313,36-45,Male,T30,20.3,489686,4,122421.5
INV001314,26-35,Female,T30,19.2,196028,10,19602.8
INV001315,46-55,Female,T30,32.9,1043647,10,104364.7
INV001316,18-25,Male,T30,7.3,920375,10,92037.5
INV001317,26-35,Female,T30,8.9,946676,11,86061.45454545454
INV001318,36-45,Male,T30,59.3,214330,11,19484.545454545456
INV001319,26-35,Female,T30,20.8,1195460,8,149432.5
INV001320,36-45,Male,B30,31.8,1702564,11,154778.54545454544
INV001321,46-55,Male,T30,74.1,341346,7,48763.71428571428
INV001322,26-35,Female,T30,10.5,819585,7,117083.57142857143
INV001323,36-45,Male,T30,52.3,17888,1,17888.0
INV001324,26-35,Male,T30,24.8,435828,2,217914.0
INV001325,18-25,Male,B30,4.4,1011033,7,144433.2857142857
INV001326,46-55,Male,B30,54.9,612770,12,51064.166666666664
INV001327,36-45,Male,T30,31.2,358422,2,179211.0
INV001328,26-35,Male,T30,7.4,1035586,5,207117.2
INV001329,36-45,Female,B30,37.2,714494,10,71449.4
INV001330,46-55,Male,T30,76.9,483138,5,96627.6
INV001331,26-35,Male,T30,17.5,310811,10,31081.1
INV001332,26-35,Female,B30,19.9,295642,9,32849.11111111111
INV001333,26-35,Female,B30,19.0,789220,12,65768.33333333333
INV001334,36-45,Male,B30,38.6,1354227,10,135422.7
INV001335,26-35,Male,T30,6.9,526633,2,263316.5
INV001336,18-25,Male,B30,5.0,259351,9,28816.777777777777
INV001337,26-35,Male,T30,10.0,395450,5,79090.0
INV001338,26-35,Female,T30,21.7,420259,2,210129.5
INV001339,46-55,Male,T30,88.8,2734,1,2734.0
INV001340,36-45,Male,B30,37.6,284122,3,94707.33333333333
INV001341,46-55,Male,T30,89.7,551633,5,110326.6
INV001342,26-35,Female,T30,15.5,964237,9,107137.44444444444
INV001343,18-25,Female,T30,6.9,686341,6,114390.16666666667
INV001344,26-35,Male,T30,10.0,459599,3,153199.66666666666
INV001345,26-35,Male,B30,17.3,1391026,8,173878.25
INV001346,18-25,Male,T30,5.7,763232,7,109033.14285714286
INV001347,46-55,Male,T30,57.6,5374,2,2687.0
INV001348,26-35,Female,T30,8.6,1200049,11,109095.36363636363
INV001349,18-25,Female,T30,5.3,467672,3,155890.66666666666
INV001350,46-55,Female,B30,31.7,893495,8,111686.875
INV001351,26-35,Male,B30,8.5,1224042,12,102003.5
INV001352,26-35,Female,T30,8.3,193086,6,32181.0
INV001353,26-35,Male,B30,6.5,424525,7,60646.42857142857
INV001354,18-25,Male,B30,7.0,963214,9,107023.77777777778
INV001355,46-55,Female,T30,89.8,1566988,11,142453.45454545456
INV001356,26-35,Male,T30,19.7,998538,11,90776.18181818182
INV001357,36-45,Female,T30,58.4,509124,5,101824.8
INV001358,26-35,Male,T30,14.8,3401,1,3401.0
INV001359,36-45,Female,T30,41.8,526533,9,58503.666666666664
INV001360,36-45,Female,T30,26.8,8637,1,8637.0
INV001361,26-35,Female,T30,21.1,791103,9,87900.33333333333
INV001362,18-25,Male,B30,8.0,543937,4,135984.25
INV001363,56+,Male,B30,29.4,493071,7,70438.71428571429
INV001364,26-35,Male,T30,11.6,545191,2,272595.5
INV001365,36-45,Male,B30,25.3,401179,4,100294.75
INV001366,26-35,Female,T30,13.6,671758,9,74639.77777777778
INV001367,36-45,Male,B30,32.2,153434,7,21919.14285714286
INV001368,36-45,Female,T30,23.3,301863,3,100621.0
INV001369,46-55,Male,T30,83.8,1305360,9,145040.0
INV001370,26-35,Male,B30,7.5,503643,7,71949.0
INV001371,26-35,Male,B30,22.9,839040,4,209760.0
INV001372,56+,Male,B30,46.7,236898,4,59224.5
INV001373,26-35,Female,T30,22.6,288818,4,72204.5
INV001374,36-45,Male,T30,14.2,1077081,7,153868.7142857143
INV001375,18-25,Male,T30,6.3,929873,12,77489.41666666667
INV001376,26-35,Male,T30,15.8,66059,7,9437.0
INV001377,56+,Female,T30,64.7,1175557,8,146944.625
INV001378,36-45,Male,T30,21.1,1441757,6,240292.83333333334
INV001379,56+,Female,B30,74.3,1346658,7,192379.7142857143
INV001380,36-45,Male,T30,27.6,357230,2,178615.0
INV001381,26-35,Male,B30,7.3,91078,1,91078.0
INV001382,26-35,Male,B30,18.9,20674,4,5168.5
INV001383,26-35,Male,T30,18.6,883415,10,88341.5
INV001384,26-35,Female,T30,16.0,1646358,10,164635.8
INV001385,26-35,Male,T30,13.7,340160,5,68032.0
INV001386,18-25,Male,B30,7.5,987951,7,141135.85714285713
INV001387,36-45,Male,T30,37.4,111470,9,12385.555555555555
INV001388,46-55,Male,B30,72.8,754939,6,125823.16666666667
INV001389,46-55,Female,B30,39.7,1267006,6,211167.66666666666
INV001390,26-35,Female,T30,13.0,566837,6,94472.83333333333
INV001391,36-45,Male,B30,18.5,1427142,8,178392.75
INV001392,26-35,Male,B30,18.5,1242899,8,155362.375
INV001393,56+,Male,T30,67.6,134275,3,44758.333333333336
INV001394,56+,Male,T30,42.9,298786,9,33198.444444444445
INV001395,56+,Male,T30,53.5,1043484,8,130435.5
INV001396,26-35,Female,T30,10.6,914167,5,182833.4
INV001397,26-35,Male,T30,20.8,1523232,11,138475.63636363635
INV001398,26-35,Female,T30,18.4,1337654,11,121604.90909090909
INV001399,26-35,Female,T30,16.4,413350,7,59050.0
INV001400,36-45,Male,B30,36.5,1453464,11,132133.0909090909
INV001401,26-35,Male,B30,15.6,949269,10,94926.9
INV001402,26-35,Male,T30,15.2,1624904,9,180544.88888888888
INV001403,46-55,Male,T30,31.8,220213,2,110106.5
INV001404,46-55,Male,T30,56.2,458780,4,114695.0
INV001405,56+,Male,T30,56.8,74645,4,18661.25
INV001406,46-55,Male,T30,86.0,584791,12,48732.583333333336
INV001407,26-35,Female,B30,22.2,1024262,10,102426.2
INV001408,26-35,Female,T30,6.7,462278,3,154092.66666666666
INV001409,18-25,Male,B30,4.5,1116042,7,159434.57142857142
INV001410,46-55,Male,T30,26.5,606043,8,75755.375
INV001411,26-35,Female,T30,7.1,628481,8,78560.125
INV001412,46-55,Female,B30,73.4,309678,3,103226.0
INV001413,36-45,Male,T30,41.8,790868,8,98858.5
INV001414,18-25,Male,T30,4.8,166095,2,83047.5
INV001415,56+,Male,T30,33.1,579638,10,57963.8
INV001416,18-25,Male,B30,7.9,66259,2,33129.5
INV001417,36-45,Female,T30,12.3,753778,5,150755.6
INV001418,36-45,Male,T30,39.2,1018286,9,113142.88888888889
INV001419,26-35,Male,T30,7.1,287969,8,35996.125
INV001420,36-45,Male,T30,32.2,566736,5,113347.2
INV001421,26-35,Male,T30,19.8,711652,8,88956.5
INV001422,36-45,Male,B30,38.6,206779,5,41355.8
INV001423,18-25,Female,B30,7.7,805166,11,73196.90909090909
INV001424,26-35,Male,T30,18.9,573359,6,95559.83333333333
INV001425,26-35,Male,B30,16.8,7051,2,3525.5
INV001426,36-45,Female,T30,23.8,5280,1,5280.0
INV001427,26-35,Female,B30,21.1,5328,1,5328.0
INV001428,26-35,Male,T30,17.8,1098386,12,91532.16666666667
INV001429,36-45,Male,B30,33.5,185962,2,92981.0
INV001430,26-35,Male,B30,15.0,560,1,560.0
INV001431,56+,Male,T30,59.4,343667,4,85916.75
INV001432,36-45,Male,T30,12.6,446508,7,63786.857142857145
INV001433,26-35,Male,T30,10.9,1003402,6,167233.66666666666
INV001434,46-55,Male,T30,92.6,433434,9,48159.333333333336
INV001435,36-45,Female,T30,27.7,12503,2,6251.5
INV001436,26-35,Male,T30,9.7,655376,4,163844.0
INV001437,26-35,Female,B30,14.3,307368,4,76842.0
INV001438,46-55,Male,T30,54.4,7489,1,7489.0
INV001439,18-25,Female,T30,5.3,1012562,7,144651.7142857143
INV001440,26-35,Male,T30,11.3,823731,5,164746.2
INV001441,36-45,Male,B30,56.6,5453,2,2726.5
INV001442,26-35,Male,T30,16.2,689389,12,57449.083333333336
INV001443,46-55,Female,B30,79.8,974626,6,162437.66666666666
INV001444,36-45,Male,T30,36.8,27282,3,9094.0
INV001445,26-35,Female,T30,9.5,297715,5,59543.0
INV001446,26-35,Male,T30,6.6,751921,4,187980.25
INV001447,26-35,Female,T30,14.6,138470,4,34617.5
INV001448,26-35,Female,T30,14.2,780825,6,130137.5
INV001449,36-45,Male,T30,45.2,521158,7,74451.14285714286
INV001450,26-35,Female,B30,16.8,196863,4,49215.75
INV001451,36-45,Male,T30,33.0,26908,1,26908.0
INV001452,26-35,Female,T30,15.6,233554,4,58388.5
INV001453,36-45,Male,T30,34.6,70693,4,17673.25
INV001454,26-35,Male,T30,9.3,441723,8,55215.375
INV001455,36-45,Male,T30,26.8,743232,12,61936.0
INV001456,36-45,Male,T30,36.3,1056586,9,117398.44444444444
INV001457,26-35,Male,T30,17.7,1547775,12,128981.25
INV001458,46-55,Male,B30,34.9,827845,12,68987.08333333333
INV001459,26-35,Male,T30,24.9,1030235,5,206047.0
INV001460,36-45,Male,B30,45.4,2189872,11,199079.27272727274
INV001461,26-35,Female,T30,13.5,4821,2,2410.5
INV001462,26-35,Male,T30,19.4,1157629,9,128625.44444444444
INV001463,36-45,Male,B30,54.5,346839,5,69367.8
INV001464,26-35,Male,T30,24.8,2668,1,2668.0
INV001465,26-35,Male,B30,21.0,1223588,7,174798.2857142857
INV001466,46-55,Female,T30,20.3,1302126,11,118375.09090909091
INV001467,36-45,Male,T30,32.5,880295,10,88029.5
INV001468,26-35,Female,T30,19.4,691082,4,172770.5
INV001469,56+,Male,T30,74.7,388458,3,129486.0
INV001470,36-45,Male,T30,26.2,1020695,7,145813.57142857142
INV001471,26-35,Male,B30,11.9,428092,1,428092.0
INV001472,18-25,Male,T30,5.4,902384,9,100264.88888888889
INV001473,36-45,Male,T30,29.1,1138426,7,162632.2857142857
INV001474,26-35,Male,B30,12.8,311713,2,155856.5
INV001475,36-45,Male,T30,35.0,184367,4,46091.75
INV001476,36-45,Male,T30,38.1,329871,5,65974.2
INV001477,26-35,Female,B30,20.4,571669,3,190556.33333333334
INV001478,36-45,Male,T30,24.2,420725,7,60103.57142857143
INV001479,26-35,Female,B30,19.0,426682,3,142227.33333333334
INV001480,18-25,Male,T30,3.1,750708,7,107244.0
INV001481,26-35,Male,T30,23.4,305859,7,43694.142857142855
INV001482,46-55,Female,T30,87.0,552001,8,69000.125
INV001483,36-45,Male,T30,38.8,193272,6,32212.0
INV001484,36-45,Male,T30,13.1,1093386,5,218677.2
INV001485,56+,Female,T30,24.4,176126,10,17612.6
INV001486,46-55,Male,T30,17.1,342115,2,171057.5
INV001487,36-45,Male,T30,59.8,100742,3,33580.666666666664
INV001488,18-25,Female,T30,5.2,503159,5,100631.8
INV001489,36-45,Female,T30,16.5,124464,5,24892.8
INV001490,36-45,Female,B30,43.8,35777,1,35777.0
INV001491,56+,Male,T30,78.5,479735,8,59966.875
INV001492,26-35,Male,T30,19.6,979297,5,195859.4
INV001493,18-25,Female,B30,3.2,740657,3,246885.66666666666
INV001494,18-25,Male,T30,5.7,11931,3,3977.0
INV001495,26-35,Male,B30,16.6,82936,2,41468.0
INV001496,18-25,Male,T30,4.5,2539407,11,230855.18181818182
INV001497,36-45,Male,T30,56.8,663731,12,55310.916666666664
INV001498,36-45,Male,T30,34.7,1072254,6,178709.0
INV001499,26-35,Male,B30,12.9,2612819,10,261281.9
INV001500,26-35,Female,T30,6.5,1668134,8,208516.75
INV001501,26-35,Male,B30,11.3,1672359,7,238908.42857142858
INV001502,26-35,Male,T30,19.8,473868,2,236934.0
INV001503,18-25,Male,T30,6.4,529940,6,88323.33333333333
INV001504,36-45,Male,B30,25.5,323372,10,32337.2
INV001505,26-35,Female,T30,17.0,102157,3,34052.333333333336
INV001506,26-35,Female,T30,16.0,789025,7,112717.85714285714
INV001507,26-35,Male,T30,20.4,1262282,12,105190.16666666667
INV001508,46-55,Male,B30,63.3,2273825,10,227382.5
INV001509,18-25,Male,T30,8.0,1882,1,1882.0
INV001510,26-35,Male,T30,15.4,935895,10,93589.5
INV001511,26-35,Female,B30,24.7,304709,3,101569.66666666667
INV001512,46-55,Male,T30,49.4,1931510,11,175591.81818181818
INV001513,18-25,Male,T30,5.4,477668,6,79611.33333333333
INV001514,46-55,Male,T30,75.8,870557,11,79141.54545454546
INV001515,18-25,Male,B30,7.4,262809,5,52561.8
INV001516,26-35,Male,B30,22.0,1094073,9,121563.66666666667
INV001517,36-45,Female,B30,23.5,455179,3,151726.33333333334
INV001518,18-25,Male,B30,3.9,1325188,9,147243.11111111112
INV001519,46-55,Female,T30,38.8,15153,3,5051.0
INV001520,36-45,Female,B30,29.7,618129,3,206043.0
INV001521,18-25,Male,B30,4.9,1033095,9,114788.33333333333
INV001522,36-45,Female,T30,59.4,484106,3,161368.66666666666
INV001523,36-45,Female,T30,52.4,283709,1,283709.0
INV001524,26-35,Male,B30,7.7,1023174,7,146167.7142857143
INV001525,36-45,Male,T30,55.8,409031,7,58433.0
INV001526,26-35,Female,B30,19.1,1108874,10,110887.4
INV001527,26-35,Male,T30,23.4,397461,3,132487.0
INV001528,26-35,Female,T30,20.7,2546199,11,231472.63636363635
INV001529,56+,Male,B30,72.6,493098,3,164366.0
INV001530,26-35,Male,T30,21.0,478137,9,53126.333333333336
INV001531,26-35,Female,T30,14.8,308636,4,77159.0
INV001532,36-45,Female,B30,39.5,981795,11,89254.09090909091
INV001533,26-35,Male,T30,21.4,1017085,2,508542.5
INV001534,36-45,Male,B30,26.5,1096274,8,137034.25
INV001535,56+,Male,B30,74.1,481793,4,120448.25
INV001536,26-35,Male,B30,17.9,768514,11,69864.90909090909
INV001537,46-55,Male,T30,74.7,438883,5,87776.6
INV001538,18-25,Female,B30,3.1,403950,7,57707.142857142855
INV001539,36-45,Male,T30,32.1,255554,3,85184.66666666667
INV001540,26-35,Female,T30,17.3,55777,4,13944.25
INV001541,26-35,Male,T30,12.4,298338,1,298338.0
INV001542,36-45,Male,T30,49.1,30942,5,6188.4
INV001543,26-35,Male,T30,21.1,1412216,6,235369.33333333334
INV001544,18-25,Female,B30,5.9,1459767,11,132706.0909090909
INV001545,26-35,Male,B30,11.5,1173126,11,106647.81818181818
INV001546,26-35,Female,T30,9.5,636851,2,318425.5
INV001547,36-45,Male,B30,55.7,1475443,12,122953.58333333333
INV001548,26-35,Male,T30,24.8,768100,8,96012.5
INV001549,36-45,Male,T30,19.5,814085,9,90453.88888888889
INV001550,18-25,Male,T30,4.1,1019018,11,92638.0
INV001551,26-35,Female,T30,21.7,838742,9,93193.55555555556
INV001552,46-55,Female,T30,68.5,131269,2,65634.5
INV001553,26-35,Male,T30,23.5,1951832,12,162652.66666666666
INV001554,18-25,Female,T30,7.2,58886,2,29443.0
INV001555,26-35,Male,B30,14.2,1447897,6,241316.16666666666
INV001556,18-25,Male,B30,3.3,628970,4,157242.5
INV001557,26-35,Female,T30,10.5,834356,7,119193.71428571429
INV001558,56+,Female,T30,23.8,1419654,11,129059.45454545454
INV001559,36-45,Male,B30,41.9,249630,1,249630.0
INV001560,26-35,Male,B30,22.5,777593,6,129598.83333333333
INV001561,36-45,Male,B30,39.4,1386518,8,173314.75
INV001562,26-35,Male,T30,7.0,294505,11,26773.18181818182
INV001563,36-45,Male,T30,59.1,144851,2,72425.5
INV001564,46-55,Male,B30,43.2,1089883,12,90823.58333333333
INV001565,26-35,Female,T30,7.7,355584,3,118528.0
INV001566,18-25,Male,T30,7.8,333707,4,83426.75
INV001567,36-45,Male,T30,12.2,299281,6,49880.166666666664
INV001568,26-35,Male,B30,12.4,10735,1,10735.0
INV001569,46-55,Male,T30,50.1,594971,7,84995.85714285714
INV001570,26-35,Male,T30,16.0,1806980,9,200775.55555555556
INV001571,46-55,Female,B30,52.0,510419,3,170139.66666666666
INV001572,18-25,Male,B30,4.8,2256,1,2256.0
INV001573,26-35,Male,B30,20.7,1046465,8,130808.125
INV001574,36-45,Female,T30,35.7,561459,7,80208.42857142857
INV001575,26-35,Male,T30,12.0,1203832,9,133759.11111111112
INV001576,46-55,Female,T30,46.5,618966,7,88423.71428571429
INV001577,46-55,Male,T30,48.9,837,1,837.0
INV001578,26-35,Female,B30,19.6,281351,3,93783.66666666667
INV001579,46-55,Male,T30,71.1,1454466,12,121205.5
INV001580,26-35,Male,T30,18.7,885928,12,73827.33333333333
INV001581,18-25,Female,T30,5.7,719501,5,143900.2
INV001582,46-55,Male,B30,25.4,920,1,920.0
INV001583,18-25,Male,T30,3.1,1688452,9,187605.77777777778
INV001584,26-35,Male,B30,10.0,365117,5,73023.4
INV001585,36-45,Male,T30,28.3,1033231,9,114803.44444444444
INV001586,26-35,Male,T30,6.4,14770,4,3692.5
INV001587,26-35,Male,T30,22.3,1338541,11,121685.54545454546
INV001588,56+,Male,T30,75.2,709591,7,101370.14285714286
INV001589,26-35,Female,B30,7.5,24681,1,24681.0
INV001590,36-45,Male,T30,46.1,258144,3,86048.0
INV001591,56+,Male,T30,28.1,2052414,11,186583.0909090909
INV001592,18-25,Male,T30,4.3,783972,6,130662.0
INV001593,36-45,Female,T30,53.2,520240,3,173413.33333333334
INV001594,26-35,Male,B30,13.9,1041554,7,148793.42857142858
INV001595,56+,Male,T30,78.5,628320,7,89760.0
INV001596,46-55,Male,T30,61.3,1144285,6,190714.16666666666
INV001597,36-45,Male,T30,46.1,1564797,11,142254.27272727274
INV001598,36-45,Male,B30,48.2,948581,9,105397.88888888889
INV001599,36-45,Female,B30,31.0,1215923,12,101326.91666666667
INV001600,26-35,Female,T30,22.9,362379,4,90594.75
INV001601,26-35,Female,B30,24.1,373239,3,124413.0
INV001602,36-45,Male,T30,27.0,1683273,12,140272.75
INV001603,46-55,Female,B30,53.9,1249506,11,113591.45454545454
INV001604,56+,Male,T30,33.9,448574,3,149524.66666666666
INV001605,26-35,Female,B30,12.4,907214,11,82474.0
